,name,pdf_url
65,open_access/32497981,http://repository.essex.ac.uk/28947/3/preprint%20%281%29.pdf
66,open_access/32663739,https://doi.org/10.1016/j.ijmedinf.2020.104179
67,open_access/32348287,https://jmir.org/api/download?alt_name=medinform_v8i5e15852_app1.pdf&filename=33075b3d6ff8371aaaf84c92ac8e0fee.pdf
68,open_access/32771180,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7760893
69,open_access/32448868,https://www.nature.com/articles/s41398-020-0836-4.pdf
70,open_access/32449036,https://ejnmmires.springeropen.com/track/pdf/10.1186/s13550-020-00644-y
71,open_access/32456309,https://www.mdpi.com/2077-0383/9/5/1593/pdf
72,open_access/32480189,nan
73,open_access/32456330,https://www.mdpi.com/1424-8220/20/10/2972/pdf
74,open_access/32448016,nan
75,open_access/32454016,nan
76,open_access/32454242,https://doi.org/10.1016/j.jbi.2020.103456
77,open_access/32504940,https://lirias.kuleuven.be/bitstream/123456789/655375/2/Gait_Posture_Revision%20%28no%20highlight%29.pdf
78,open_access/32534441,http://www.cell.com/article/S2589004220303849/pdf
79,open_access/32333797,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7567132
80,open_access/32485554,nan
81,open_access/32445550,https://doi.org/10.18632/aging.103249
82,open_access/32447521,nan
83,open_access/32658732,https://www.sciencedirect.com/science/article/am/pii/S0010482520301955
84,open_access/32775818,http://www.kireports.org/article/S2468024920312687/pdf
85,open_access/32505895,nan
86,open_access/32580053,nan
87,open_access/32879655,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7456674
88,open_access/33250955,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7687286
89,open_access/32442043,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7680286
90,open_access/32441656,https://www.jmir.org/2020/5/e17252/PDF
91,open_access/32445109,nan
92,open_access/32658776,https://doi.org/10.1016/j.compbiomed.2020.103815
93,open_access/32447144,nan
94,open_access/32451309,https://doi.org/10.1016/j.diii.2020.04.011
95,open_access/32528895,https://www.frontiersin.org/articles/10.3389/fonc.2020.00832/pdf
96,open_access/32469830,nan
97,open_access/32509973,https://www.nature.com/articles/s41746-020-0282-y.pdf
98,open_access/33500750,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7831448
99,open_access/33250956,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7690332
100,open_access/33850604,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8040672
101,open_access/32446952,https://europepmc.org/articles/pmc7954525?pdf=render
102,open_access/32511520,http://www.thelancet.com/article/S258975002030217X/pdf
103,open_access/33767805,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7990265
104,open_access/32802270,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7427623
105,open_access/32485511,nan
106,open_access/32444689,https://www.nature.com/articles/s41408-020-0322-5.pdf
107,open_access/32442178,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0232639&type=printable
108,open_access/32397844,https://europepmc.org/articles/pmc7256347?pdf=render
109,open_access/32444650,https://www.nature.com/articles/s41598-020-65417-y.pdf
110,open_access/32446943,nan
111,open_access/32450205,nan
112,open_access/34594479,https://europepmc.org/articles/pmc8480412?pdf=render
113,open_access/32828440,nan
114,open_access/32455927,https://www.mdpi.com/1424-8220/20/10/2939/pdf
115,open_access/32235074,https://doi.org/10.1088/1361-6560/ab857b
116,open_access/32528398,https://www.frontiersin.org/articles/10.3389/fneur.2020.00375/pdf
117,open_access/34040694,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8144884
118,open_access/33312395,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7733528
119,open_access/32445127,nan
120,open_access/32521417,http://eprints.lse.ac.uk/105110/1/Health_status_prediction_for_the_elderly_based_on_machine_learning_accepted_manuscript_clean_final_.pdf
121,open_access/32447042,nan
122,open_access/32348254,https://www.jmir.org/2020/5/e16443/PDF
123,open_access/32439637,http://www.ajnr.org/content/ajnr/41/6/1061.full.pdf
124,open_access/32439642,http://www.ajnr.org/content/ajnr/41/6/1022.full.pdf
125,open_access/32455753,https://www.mdpi.com/1424-8220/20/10/2933/pdf
126,open_access/32439873,https://www.nature.com/articles/s41598-020-65105-x.pdf
127,open_access/32446958,nan
128,open_access/32508627,https://www.frontiersin.org/articles/10.3389/fnagi.2020.00141/pdf
129,open_access/32509473,https://ieeexplore.ieee.org/ielx7/6221039/8943243/09097893.pdf
130,open_access/32439879,https://www.nature.com/articles/s41598-020-64643-8.pdf
131,open_access/32439699,http://jultika.oulu.fi/files/nbnfi-fe2021042611913.pdf
132,open_access/32485555,https://doi.org/10.1016/j.ijmedinf.2020.104176
133,open_access/32446905,https://europepmc.org/articles/pmc7529728?pdf=render
134,open_access/32441644,nan
135,open_access/32440989,https://zenodo.org/record/3758597/files/Manuscript_joint_evaluation_of_cardiac_PET_imaging.pdf
136,open_access/32435986,nan
137,open_access/32593395,https://hal-imt.archives-ouvertes.fr/hal-02302538v2/file/article_revised.pdf
138,open_access/32437368,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0232414&type=printable
139,open_access/32439844,https://www.nature.com/articles/s41598-020-65405-2.pdf
140,open_access/32549888,https://downloads.hindawi.com/journals/cin/2020/8915961.pdf
141,open_access/32443919,https://www.mdpi.com/2077-0383/9/5/1549/pdf
142,open_access/32433501,https://www.nature.com/articles/s41598-020-65384-4.pdf
143,open_access/32445770,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7387180
144,open_access/32445803,nan
145,open_access/32443868,https://www.mdpi.com/2075-4418/10/5/329/pdf
146,open_access/32837678,https://doi.org/10.1016/j.irbm.2020.05.003
147,open_access/32432557,https://mhealth.jmir.org/2020/5/e16747/PDF
148,open_access/32521393,nan
149,open_access/32443926,https://www.mdpi.com/2227-9032/8/2/139/pdf
150,open_access/32433583,https://www.nature.com/articles/s41598-020-65040-x.pdf
151,open_access/32433694,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0233336&type=printable
152,open_access/32443809,https://www.mdpi.com/2075-4418/10/5/325/pdf
153,open_access/32432903,http://arxiv.org/pdf/2004.02600
154,open_access/32444332,nan
155,open_access/32524052,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/epi4.12397
156,open_access/32433717,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0233229&type=printable
157,open_access/32593388,nan
158,open_access/32433506,https://www.nature.com/articles/s41598-020-65387-1.pdf
159,open_access/32480236,nan
160,open_access/32443922,https://www.mdpi.com/2075-4418/10/5/330/pdf
161,open_access/34080185,nan
162,open_access/32436139,nan
163,open_access/32526669,nan
164,open_access/32509582,https://www.frontiersin.org/articles/10.3389/fonc.2020.00786/pdf
165,open_access/32713443,nan
166,open_access/32246504,nan
167,open_access/32509741,https://www.frontiersin.org/articles/10.3389/fbioe.2020.00394/pdf
168,open_access/32475767,nan
169,open_access/32428007,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0232969&type=printable
170,open_access/32430796,nan
171,open_access/32508580,https://www.frontiersin.org/articles/10.3389/fnins.2020.00499/pdf
172,open_access/32438713,https://www.mdpi.com/1424-8220/20/10/2882/pdf
173,open_access/32430531,nan
174,open_access/32429941,https://bmcbioinformatics.biomedcentral.com/track/pdf/10.1186/s12859-020-03544-z
175,open_access/32356305,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ijc.33029
176,open_access/34725655,https://europepmc.org/articles/pmc8557637?pdf=render
177,open_access/32511484,https://europepmc.org/articles/pmc7273252
178,open_access/32473544,https://doi.org/10.1016/j.nicl.2020.102272
179,open_access/32429939,https://bmcpsychiatry.biomedcentral.com/track/pdf/10.1186/s12888-020-02655-4
180,open_access/32442866,nan
181,open_access/32509567,https://www.frontiersin.org/articles/10.3389/fonc.2020.00534/pdf
182,open_access/33286339,https://www.mdpi.com/1099-4300/22/5/567/pdf
183,open_access/32155611,nan
184,open_access/32438582,https://www.mdpi.com/1424-8220/20/10/2875/pdf
185,open_access/32423528,nan
186,open_access/32416279,nan
187,open_access/32438724,https://www.mdpi.com/1648-9144/56/5/243/pdf
188,open_access/32427924,https://www.nature.com/articles/s41591-020-0931-3.pdf
189,open_access/32577629,https://europepmc.org/articles/pmc7311100?pdf=render
190,open_access/32427830,https://www.nature.com/articles/s41398-020-0831-9.pdf
191,open_access/32424212,http://arxiv.org/pdf/1909.05382
192,open_access/32418453,https://www.ahajournals.org/doi/pdf/10.1161/CIRCIMAGING.119.009707
193,open_access/33117087,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7591150
194,open_access/32509260,https://doi.org/10.1155/2020/8017496
195,open_access/32443442,https://www.mdpi.com/2077-0383/9/5/1514/pdf
196,open_access/32482610,http://eprints.glos.ac.uk/8341/1/8341-de-Ste-Croix-%282020%29-Using-machine-learning-to-improve.pdf
197,open_access/32348266,https://jmir.org/api/download?alt_name=medinform_v8i5e15411_app4.pdf&filename=945adc3ce2904d1653e4a58ff8a13044.pdf
198,open_access/32435701,https://www.nature.com/articles/s41746-020-0281-z.pdf
199,open_access/32511510,https://www.nature.com/articles/s41598-021-88807-2.pdf
200,open_access/32593387,nan
201,open_access/32427226,https://doi.org/10.1016/j.chemolab.2020.104054
202,open_access/32423445,https://bmcanesthesiol.biomedcentral.com/track/pdf/10.1186/s12871-020-01036-4
203,open_access/32424799,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7711330
204,open_access/32421707,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1007866&type=printable
205,open_access/32508976,https://downloads.hindawi.com/journals/cmmm/2020/6509596.pdf
206,open_access/32509259,https://downloads.hindawi.com/journals/jhe/2020/7526825.pdf
207,open_access/32423386,https://bmcneurol.biomedcentral.com/track/pdf/10.1186/s12883-020-01736-x
208,open_access/32424676,nan
209,open_access/32439535,https://doi.org/10.1016/j.neuroimage.2020.116893
210,open_access/32497870,https://www.medrxiv.org/content/medrxiv/early/2019/07/15/19002154.full.pdf
211,open_access/32508538,https://downloads.hindawi.com/journals/tswj/2020/4194293.pdf
212,open_access/32424211,https://discovery.ucl.ac.uk/10098832/1/Yim%20et%20al%20Nature%20Medicine%20Predicting%20conversion%20to%20wet%20age%20related%20macular%20degeneration%20using%20deep%20learning.pdf
213,open_access/32511545,https://www.medrxiv.org/content/medrxiv/early/2020/05/22/2020.05.16.20103408.full.pdf
214,open_access/32508974,https://downloads.hindawi.com/journals/cmmm/2020/1394830.pdf
215,open_access/32420632,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/dmcn.14560
216,open_access/32315504,http://minerva-access.unimelb.edu.au/bitstream/11343/275763/1/10.1111-bju.15087.pdf
217,open_access/33791593,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8008967
218,open_access/32419103,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7669608
219,open_access/32434000,nan
220,open_access/32434029,nan
221,open_access/32419245,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/acm2.12899
222,open_access/32622121,nan
223,open_access/32568677,nan
224,open_access/32429446,https://www.mdpi.com/2072-6694/12/5/1262/pdf
225,open_access/32417949,nan
226,open_access/32568685,nan
227,open_access/32429400,https://www.mdpi.com/1424-8220/20/10/2838/pdf
228,open_access/32418170,nan
229,open_access/32429401,https://www.mdpi.com/1424-8220/20/10/2837/pdf
230,open_access/32415917,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hbm.25028
231,open_access/32428674,nan
232,open_access/32474393,nan
233,open_access/32508975,https://doi.org/10.1155/2020/2801015
234,open_access/32658727,nan
235,open_access/32429365,https://www.mdpi.com/2072-6694/12/5/1256/pdf
236,open_access/32658724,nan
237,open_access/32435699,https://www.nature.com/articles/s41746-020-0275-x.pdf
238,open_access/32500070,https://www.frontiersin.org/articles/10.3389/fbioe.2020.00479/pdf
239,open_access/32415371,nan
240,open_access/32540242,nan
241,open_access/32429090,https://www.mdpi.com/1424-8220/20/10/2809/pdf
242,open_access/32773870,https://doi.org/10.4103/psychiatry.indianjpsychiatry_91_20
243,open_access/32413096,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0232776&type=printable
244,open_access/32835899,https://europepmc.org/articles/pmc7666648?pdf=render
245,open_access/32413043,https://journals.plos.org/plosmedicine/article/file?id=10.1371/journal.pmed.1003111&type=printable
246,open_access/32414887,https://care.diabetesjournals.org/content/diacare/43/8/1937.full.pdf
247,open_access/32862006,nan
248,open_access/32523350,https://www.dovepress.com/getfile.php?fileID=58127
249,open_access/32410471,nan
250,open_access/32415284,https://www.nature.com/articles/s41598-020-64942-0.pdf
251,open_access/32509212,nan
252,open_access/32477198,https://www.frontiersin.org/articles/10.3389/fpsyt.2020.00440/pdf
253,open_access/32417297,nan
254,open_access/32422577,nan
255,open_access/32658728,nan
256,open_access/32592978,nan
257,open_access/32410355,nan
258,open_access/32429293,https://www.mdpi.com/2075-4418/10/5/307/pdf
259,open_access/32550599,https://doi.org/10.1148/rycan.2020190039
260,open_access/32478049,https://www.frontiersin.org/articles/10.3389/fbioe.2020.00415/pdf
261,open_access/34192100,https://ieeexplore.ieee.org/ielx7/6287639/8948470/09093842.pdf
262,open_access/32133650,nan
263,open_access/32409715,https://www.nature.com/articles/s41598-020-64824-5.pdf
264,open_access/32418843,nan
265,open_access/32407418,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0233166&type=printable
266,open_access/32508907,https://downloads.hindawi.com/journals/cin/2020/8841002.pdf
267,open_access/32410060,https://link.springer.com/content/pdf/10.1007/s12350-020-02173-6.pdf
268,open_access/32477189,https://www.frontiersin.org/articles/10.3389/fpsyt.2020.00416/pdf
269,open_access/32409705,https://www.nature.com/articles/s41598-020-64512-4.pdf
270,open_access/33708010,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7944712
271,open_access/32406776,nan
272,open_access/32297795,https://europepmc.org/articles/pmc7698985?pdf=render
273,open_access/32406829,https://ieeexplore.ieee.org/ielx7/42/9153182/09093068.pdf
274,open_access/32409755,https://www.nature.com/articles/s41598-020-64937-x.pdf
275,open_access/33328125,http://www.thelancet.com/article/S2589750020300856/pdf
276,open_access/32418872,nan
277,open_access/32417412,nan
278,open_access/32406296,https://www.ahajournals.org/doi/pdf/10.1161/JAHA.119.015138
279,open_access/32412551,https://link.springer.com/content/pdf/10.1007/s40846-020-00529-4.pdf
280,open_access/32407355,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0233079&type=printable
281,open_access/32410617,https://biomedical-engineering-online.biomedcentral.com/track/pdf/10.1186/s12938-020-00779-y
282,open_access/32422551,nan
283,open_access/32404931,nan
284,open_access/32413532,http://www.thegreenjournal.com/article/S0167814020302668/pdf
285,open_access/32414064,https://www.mdpi.com/1424-8220/20/10/2771/pdf
286,open_access/32477952,https://www.frontiersin.org/articles/10.3389/fonc.2020.00743/pdf
287,open_access/32302413,nan
288,open_access/32401222,https://www.jmir.org/2020/5/e15371/PDF
289,open_access/32401216,https://www.jmir.org/2020/5/e14693/PDF
290,open_access/32637240,https://doi.org/10.1364/boe.390056
291,open_access/32404965,https://www.nature.com/articles/s41598-020-64870-z.pdf
292,open_access/32442756,https://doi.org/10.1016/j.jcv.2020.104431
293,open_access/32477040,https://www.frontiersin.org/articles/10.3389/fnins.2020.00259/pdf
294,open_access/32401764,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0232657&type=printable
295,open_access/32404163,https://bmcmedinformdecismak.biomedcentral.com/track/pdf/10.1186/s12911-020-1127-y
296,open_access/32704196,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7377280
297,open_access/32622120,nan
298,open_access/32414667,https://doi.org/10.1016/j.jfma.2020.04.026
299,open_access/32400923,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hbm.24990
300,open_access/32477188,https://www.frontiersin.org/articles/10.3389/fpsyt.2020.00415/pdf
301,open_access/32404094,https://bmcoralhealth.biomedcentral.com/track/pdf/10.1186/s12903-020-01114-6
302,open_access/32396705,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/echo.14674
303,open_access/32413415,https://doi.org/10.1016/j.bbmt.2020.03.026
304,open_access/32272456,nan
305,open_access/32400056,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cam4.3107
306,open_access/32413546,nan
307,open_access/32400109,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/clc.23377
308,open_access/32399602,nan
309,open_access/32398644,https://www.nature.com/articles/s41597-020-0481-z.pdf
310,open_access/32396579,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0232840&type=printable
311,open_access/32407907,https://doi.org/10.1016/j.neurad.2020.04.004
312,open_access/32398720,https://europepmc.org/articles/pmc7658012?pdf=render
313,open_access/32398783,https://www.nature.com/articles/s41598-020-64869-6.pdf
314,open_access/32399621,nan
315,open_access/32398788,https://www.nature.com/articles/s41598-020-64709-7.pdf
316,open_access/33328123,http://www.thelancet.com/article/S2589750020300637/pdf
317,open_access/32396042,https://pubs.rsna.org/doi/pdf/10.1148/radiol.2020192764
318,open_access/32512487,nan
319,open_access/32323330,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7429321
320,open_access/32568682,nan
321,open_access/32393245,https://bmcmedresmethodol.biomedcentral.com/track/pdf/10.1186/s12874-020-00995-z
322,open_access/32593390,nan
323,open_access/32393768,nan
324,open_access/32392558,nan
325,open_access/32394015,https://link.springer.com/content/pdf/10.1007/s00415-020-09859-4.pdf
326,open_access/32394271,nan
327,open_access/32356484,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7336076
328,open_access/32462017,https://doi.org/10.1155/2020/7695207
329,open_access/32421600,nan
330,open_access/32393280,https://ro-journal.biomedcentral.com/track/pdf/10.1186/s13014-020-01528-0
331,open_access/32637236,https://doi.org/10.1364/boe.390558
332,open_access/32394192,nan
333,open_access/32208369,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7981191
334,open_access/32392251,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1007895&type=printable
335,open_access/32277478,https://aapm.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/mp.14168
336,open_access/32560939,nan
337,open_access/32392449,nan
338,open_access/32437969,http://www.oarsijournal.com/article/S106345842030995X/pdf
339,open_access/32637235,https://doi.org/10.1364/boe.388059
340,open_access/32505420,https://upcommons.upc.edu/bitstream/2117/331213/1/paper-drac.pdf
341,open_access/32504930,https://doi.org/10.1016/j.clinph.2020.03.041
342,open_access/32394162,nan
343,open_access/32394453,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7784718
344,open_access/32182595,nan
345,open_access/32422473,nan
346,open_access/32394621,nan
347,open_access/32438048,https://doi.org/10.1016/j.neuroimage.2020.116831
348,open_access/33490863,https://academic.oup.com/jncics/article-pdf/4/5/pkaa039/36649070/pkaa039.pdf
349,open_access/32403349,https://www.mdpi.com/1424-8220/20/9/2734/pdf
350,open_access/32393799,http://arxiv.org/pdf/1904.07032
351,open_access/32388733,nan
352,open_access/32386396,nan
353,open_access/32397517,https://www.mdpi.com/2075-4418/10/5/292/pdf
354,open_access/32386109,nan
355,open_access/32388693,nan
356,open_access/32489706,https://doi.org/10.14336/ad.2019.0617
357,open_access/32397567,https://www.mdpi.com/1424-8220/20/9/2717/pdf
358,open_access/32454963,https://downloads.hindawi.com/journals/jhe/2020/9640821.pdf
359,open_access/32457636,https://www.frontiersin.org/articles/10.3389/fphar.2020.00670/pdf
360,open_access/32041690,https://medinform.jmir.org/2020/5/e15767/PDF
361,open_access/32385371,https://www.nature.com/articles/s41598-020-64724-8.pdf
362,open_access/32383797,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/epi.16507
363,open_access/32511564,https://jasn.asnjournals.org/content/jnephrol/32/1/151.full.pdf
364,open_access/32384019,https://pubs.rsna.org/doi/pdf/10.1148/radiol.2020201874
365,open_access/32191621,https://www.jmir.org/2020/5/e16669/PDF
366,open_access/32384093,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0226461&type=printable
367,open_access/32383544,nan
368,open_access/32396087,https://europepmc.org/articles/pmc7648732?pdf=render
369,open_access/32442629,nan
370,open_access/32511448,https://europepmc.org/articles/pmc7239073
371,open_access/32385375,https://www.nature.com/articles/s41598-020-64455-w.pdf
372,open_access/32396075,https://ieeexplore.ieee.org/ielx7/42/9153182/09090149.pdf
373,open_access/32402466,nan
374,open_access/32454881,https://downloads.hindawi.com/journals/cmmm/2020/4147807.pdf
375,open_access/32446037,https://doi.org/10.1016/j.cmpb.2020.105532
376,open_access/32385567,nan
377,open_access/32457881,https://www.frontiersin.org/articles/10.3389/fbioe.2020.00362/pdf
378,open_access/32383681,https://medinform.jmir.org/2020/5/e15992/PDF
379,open_access/32454884,https://downloads.hindawi.com/journals/cmmm/2020/7902072.pdf
380,open_access/32442735,nan
381,open_access/32379801,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0232677&type=printable
382,open_access/32378910,https://eprints.whiterose.ac.uk/160792/1/Therapist-patient_matching_pre-print_2020.pdf
383,open_access/32381598,https://jasn.asnjournals.org/content/jnephrol/31/6/1348.full.pdf
384,open_access/32380980,https://bmcmedinformdecismak.biomedcentral.com/track/pdf/10.1186/s12911-020-1100-9
385,open_access/32438261,nan
386,open_access/32378776,http://arxiv.org/pdf/1910.07122
387,open_access/32382145,https://www.nature.com/articles/s41433-020-0927-8.pdf
388,open_access/32383068,nan
389,open_access/32382062,https://www.nature.com/articles/s41598-020-64205-y.pdf
390,open_access/32382048,https://www.nature.com/articles/s41598-020-64588-y.pdf
391,open_access/32381053,https://advancesinrheumatology.biomedcentral.com/track/pdf/10.1186/s42358-020-00126-8
392,open_access/32440216,https://www.dovepress.com/getfile.php?fileID=57949
393,open_access/32382973,https://link.springer.com/content/pdf/10.1007/s10120-020-01077-1.pdf
394,open_access/32416467,nan
395,open_access/32413708,nan
396,open_access/32382845,nan
397,open_access/32392841,https://www.mdpi.com/2075-4418/10/5/285/pdf
398,open_access/32411827,https://www.nature.com/articles/s41746-020-0274-y.pdf
399,open_access/32378124,nan
400,open_access/32377939,https://link.springer.com/content/pdf/10.1007/s11548-020-02148-5.pdf
401,open_access/32374045,nan
402,open_access/32435212,https://www.frontiersin.org/articles/10.3389/fpsyt.2020.00390/pdf
403,open_access/32374075,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hbm.25013
404,open_access/32505943,http://arxiv.org/pdf/1901.01620
405,open_access/32375740,https://bmcpsychiatry.biomedcentral.com/track/pdf/10.1186/s12888-020-02612-1
406,open_access/32505428,nan
407,open_access/32384651,https://www.mdpi.com/1424-8220/20/9/2644/pdf
408,open_access/32387499,nan
409,open_access/32374768,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0232847&type=printable
410,open_access/32376611,https://discovery.ucl.ac.uk/10097128/1/EyeArt_bjophthalmol-2019-315394.R1_Proof_hi.pdf
411,open_access/32374944,nan
412,open_access/32416386,nan
413,open_access/32384716,https://www.mdpi.com/1424-8220/20/9/2653/pdf
414,open_access/32435646,https://www.frontiersin.org/articles/10.3389/fmed.2020.00177/pdf
415,open_access/32403052,nan
416,open_access/32387064,https://doi.org/10.1016/j.jchf.2020.01.012
