,name,pdf_url,pmid,doi
58,open_access/35026571,https://doi.org/10.1016/j.compbiomed.2021.105191,35026571,10.1016/j.compbiomed.2021.105191
59,open_access/35052750,https://www.mdpi.com/2227-9059/10/1/70/pdf,35052750,10.3390/biomedicines10010070
62,open_access/35035312,https://downloads.hindawi.com/journals/cmmi/2021/2700452.pdf,35035312,10.1155/2021/2700452
64,open_access/35053045,https://www.mdpi.com/2079-7737/11/1/47/pdf,35053045,10.3390/biology11010047
65,open_access/34979404,https://doi.org/10.1016/j.compbiomed.2021.105182,34979404,10.1016/j.compbiomed.2021.105182
66,open_access/35054239,https://www.mdpi.com/2075-4418/12/1/72/pdf,35054239,10.3390/diagnostics12010072
67,open_access/35054242,https://www.mdpi.com/2075-4418/12/1/74/pdf,35054242,10.3390/diagnostics12010074
69,open_access/34965212,http://arxiv.org/pdf/2010.07047,34965212,10.1109/TVCG.2021.3137174
70,open_access/35009768,https://www.mdpi.com/1424-8220/22/1/225/pdf,35009768,10.3390/s22010225
71,open_access/35049642,https://www.mdpi.com/2079-6374/12/1/15/pdf,35049642,10.3390/bios12010015
74,open_access/34977600,https://doi.org/10.1016/j.simpa.2021.100210,34977600,10.1016/j.simpa.2021.100210
75,open_access/35053787,https://www.mdpi.com/2076-3425/12/1/44/pdf,35053787,10.3390/brainsci12010044
77,open_access/35009747,https://www.mdpi.com/1424-8220/22/1/205/pdf,35009747,10.3390/s22010205
78,open_access/35009760,https://www.mdpi.com/1424-8220/22/1/219/pdf,35009760,10.3390/s22010219
79,open_access/35053041,https://www.mdpi.com/2079-7737/11/1/43/pdf,35053041,10.3390/biology11010043
80,open_access/35005705,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/emp2.12595,35005705,10.1002/emp2.12595
82,open_access/35003246,https://downloads.hindawi.com/journals/cin/2021/7231126.pdf,35003246,10.1155/2021/7231126
83,open_access/34963042,https://www.degruyter.com/document/doi/10.1515/cclm-2021-1171/pdf,34963042,10.1515/cclm-2021-1171
84,open_access/35054236,https://www.mdpi.com/2075-4418/12/1/69/pdf,35054236,10.3390/diagnostics12010069
86,open_access/34966977,https://link.springer.com/content/pdf/10.1007/s11682-021-00572-y.pdf,34966977,10.1007/s11682-021-00572-y
87,open_access/35003244,https://downloads.hindawi.com/journals/cin/2021/4454648.pdf,35003244,10.1155/2021/4454648
89,open_access/34977331,https://doi.org/10.1016/j.imu.2021.100835,34977331,10.1016/j.imu.2021.100835
91,open_access/34973585,https://doi.org/10.1016/j.compbiomed.2021.105172,34973585,10.1016/j.compbiomed.2021.105172
92,open_access/34992650,https://downloads.hindawi.com/journals/cin/2021/7532241.pdf,34992650,10.1155/2021/7532241
94,open_access/35027902,https://www.frontiersin.org/articles/10.3389/fpsyg.2021.782866/pdf,35027902,10.3389/fpsyg.2021.782866
96,open_access/34889065,https://tore.tuhh.de/bitstream/11420/11455/1/Journal%20of%20Biophotonics%20-%202021%20-%20Eggert%20-%20In%20vivo%20detection%20of%20head%20and%20neck%20tumors%20by%20hyperspectral%20imaging%20combined%20with.pdf,34889065,10.1002/jbio.202100167
97,open_access/34992676,https://downloads.hindawi.com/journals/cmmm/2021/9624269.pdf,34992676,10.1155/2021/9624269
98,open_access/34963455,https://bmcmedinformdecismak.biomedcentral.com/track/pdf/10.1186/s12911-021-01736-y,34963455,10.1186/s12911-021-01736-y
99,open_access/35009746,https://www.mdpi.com/1424-8220/22/1/203/pdf,35009746,10.3390/s22010203
101,open_access/34962866,https://doi.org/10.1109/tmi.2021.3139023,34962866,10.1109/TMI.2021.3139023
103,open_access/35054233,https://www.mdpi.com/2075-4418/12/1/66/pdf,35054233,10.3390/diagnostics12010066
105,open_access/35054223,https://www.mdpi.com/2075-4418/12/1/56/pdf,35054223,10.3390/diagnostics12010056
106,open_access/34963444,https://bmcmedinformdecismak.biomedcentral.com/track/pdf/10.1186/s12911-021-01723-3,34963444,10.1186/s12911-021-01723-3
107,open_access/34992675,https://downloads.hindawi.com/journals/cmmm/2021/6598631.pdf,34992675,10.1155/2021/6598631
109,open_access/35178483,https://www.jstage.jst.go.jp/article/circrep/4/2/4_CR-21-0151/_pdf,35178483,10.1253/circrep.CR-21-0151
114,open_access/35071603,https://downloads.hindawi.com/journals/jdr/2021/2751695.pdf,35071603,10.1155/2021/2751695
115,open_access/35265354,http://www.stm-journal.ru/en/numbers/2021/6/1750/pdf,35265354,10.17691/stm2021.13.6.01
116,open_access/34992648,https://downloads.hindawi.com/journals/cin/2021/6342226.pdf,34992648,10.1155/2021/6342226
117,open_access/35008745,https://www.mdpi.com/1422-0067/23/1/319/pdf,35008745,10.3390/ijms23010319
118,open_access/34977330,https://doi.org/10.1016/j.imu.2021.100825,34977330,10.1016/j.imu.2021.100825
119,open_access/35027888,https://www.frontiersin.org/articles/10.3389/fncom.2021.773147/pdf,35027888,10.3389/fncom.2021.773147
120,open_access/35010508,https://www.mdpi.com/1660-4601/19/1/248/pdf,35010508,10.3390/ijerph19010248
122,open_access/35052405,https://www.mdpi.com/2073-4425/13/1/65/pdf,35052405,10.3390/genes13010065
124,open_access/34966463,https://downloads.hindawi.com/journals/bn/2021/2560388.pdf,34966463,10.1155/2021/2560388
125,open_access/35053031,https://www.mdpi.com/2079-7737/11/1/33/pdf,35053031,10.3390/biology11010033
126,open_access/35009710,https://www.mdpi.com/1424-8220/22/1/167/pdf,35009710,10.3390/s22010167
127,open_access/34988224,https://downloads.hindawi.com/journals/bmri/2021/3248834.pdf,34988224,10.1155/2021/3248834
128,open_access/35054218,https://www.mdpi.com/2075-4418/12/1/50/pdf,35054218,10.3390/diagnostics12010050
129,open_access/34797003,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ejn.15537,34797003,10.1111/ejn.15537
131,open_access/34961537,https://ccforum.biomedcentral.com/track/pdf/10.1186/s13054-021-03864-3,34961537,10.1186/s13054-021-03864-3
132,open_access/34865317,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cnm.3559,34865317,10.1002/cnm.3559
133,open_access/34975283,https://link.springer.com/content/pdf/10.1007/s11042-021-11807-x.pdf,34975283,10.1007/s11042-021-11807-x
134,open_access/34987566,https://downloads.hindawi.com/journals/cin/2021/4931450.pdf,34987566,10.1155/2021/4931450
135,open_access/34958305,https://www.jmir.org/2021/12/e27008/PDF,34958305,10.2196/27008
136,open_access/35069951,https://doi.org/10.2478/joeb-2021-0018,35069951,10.2478/joeb-2021-0018
137,open_access/34975263,https://link.springer.com/content/pdf/10.1007/s12204-021-2392-3.pdf,34975263,10.1007/s12204-021-2392-3
138,open_access/35008265,https://www.mdpi.com/2072-6694/14/1/101/pdf,35008265,10.3390/cancers14010101
140,open_access/34975264,https://link.springer.com/content/pdf/10.1007/s12204-021-2393-2.pdf,34975264,10.1007/s12204-021-2393-2
141,open_access/35054210,https://www.mdpi.com/2075-4418/12/1/43/pdf,35054210,10.3390/diagnostics12010043
142,open_access/35009673,https://www.mdpi.com/1424-8220/22/1/131/pdf,35009673,10.3390/s22010131
143,open_access/35009675,https://www.mdpi.com/1424-8220/22/1/129/pdf,35009675,10.3390/s22010129
148,open_access/35115131,http://arxiv.org/pdf/2106.13869,35115131,10.1016/j.artmed.2021.102233
152,open_access/35004599,https://www.frontiersin.org/articles/10.3389/fpubh.2021.800549/pdf,35004599,10.3389/fpubh.2021.800549
153,open_access/35002666,https://www.frontiersin.org/articles/10.3389/fninf.2021.778552/pdf,35002666,10.3389/fninf.2021.778552
154,open_access/34976110,https://downloads.hindawi.com/journals/cmmm/2021/5745304.pdf,34976110,10.1155/2021/5745304
155,open_access/34952584,https://bmcmedinformdecismak.biomedcentral.com/track/pdf/10.1186/s12911-021-01674-9,34952584,10.1186/s12911-021-01674-9
158,open_access/34952908,https://www.nature.com/articles/s41598-021-03894-5.pdf,34952908,10.1038/s41598-021-03894-5
159,open_access/35002345,https://www.dovepress.com/getfile.php?fileID=77098,35002345,10.2147/NSS.S333566
161,open_access/35265932,http://www.cvdigitalhealthjournal.com/article/S2666693621001444/pdf,35265932,10.1016/j.cvdhj.2021.12.001
163,open_access/35004634,https://www.frontiersin.org/articles/10.3389/fbioe.2021.737055/pdf,35004634,10.3389/fbioe.2021.737055
164,open_access/34951595,https://www.jmir.org/2021/12/e30805/PDF,34951595,10.2196/30805
165,open_access/35011828,https://www.mdpi.com/2077-0383/11/1/87/pdf,35011828,10.3390/jcm11010087
166,open_access/35009666,https://www.mdpi.com/1424-8220/22/1/123/pdf,35009666,10.3390/s22010123
167,open_access/35054207,https://www.mdpi.com/2075-4418/12/1/40/pdf,35054207,10.3390/diagnostics12010040
168,open_access/34587075,http://arxiv.org/pdf/2108.03799,34587075,10.1109/TVCG.2021.3114851
169,open_access/35002609,https://www.frontiersin.org/articles/10.3389/fnins.2021.797166/pdf,35002609,10.3389/fnins.2021.797166
170,open_access/35077935,https://doi.org/10.1016/j.compbiomed.2021.105166,35077935,10.1016/j.compbiomed.2021.105166
171,open_access/35002684,https://www.frontiersin.org/articles/10.3389/fnagi.2021.804384/pdf,35002684,10.3389/fnagi.2021.804384
174,open_access/34591766,http://arxiv.org/pdf/2108.02817,34591766,10.1109/TVCG.2021.3114810
175,open_access/35047415,https://www.frontiersin.org/articles/10.3389/fcimb.2021.783961/pdf,35047415,10.3389/fcimb.2021.783961
176,open_access/35054203,https://www.mdpi.com/2075-4418/12/1/36/pdf,35054203,10.3390/diagnostics12010036
177,open_access/35003112,https://www.frontiersin.org/articles/10.3389/fimmu.2021.791621/pdf,35003112,10.3389/fimmu.2021.791621
179,open_access/35004751,https://www.frontiersin.org/articles/10.3389/fmed.2021.786414/pdf,35004751,10.3389/fmed.2021.786414
180,open_access/35004766,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8739486,35004766,10.3389/fmed.2021.793230
181,open_access/34976036,https://downloads.hindawi.com/journals/cin/2021/3152618.pdf,34976036,10.1155/2021/3152618
182,open_access/34949204,https://translational-medicine.biomedcentral.com/track/pdf/10.1186/s12967-021-03183-9,34949204,10.1186/s12967-021-03183-9
183,open_access/34950973,https://link.springer.com/content/pdf/10.1007/s00330-021-08409-4.pdf,34950973,10.1007/s00330-021-08409-4
184,open_access/34166183,https://infoscience.epfl.ch/record/286849/files/TBME2021_0922206_post-print.pdf,34166183,10.1109/TBME.2021.3092206
185,open_access/35008204,https://www.mdpi.com/2072-6694/14/1/40/pdf,35008204,10.3390/cancers14010040
186,open_access/35053013,https://www.mdpi.com/2079-7737/11/1/15/pdf,35053013,10.3390/biology11010015
187,open_access/35135238,https://doi.org/10.3934/mbe.2022093,35135238,10.3934/mbe.2022093
189,open_access/35004877,https://www.frontiersin.org/articles/10.3389/fcvm.2021.755109/pdf,35004877,10.3389/fcvm.2021.755109
190,open_access/35054194,https://www.mdpi.com/2075-4418/12/1/25/pdf,35054194,10.3390/diagnostics12010025
191,open_access/35004294,https://www.frontiersin.org/articles/10.3389/fonc.2021.773196/pdf,35004294,10.3389/fonc.2021.773196
192,open_access/34953910,http://www.journalofinfection.com/article/S0163445321006393/pdf,34953910,10.1016/j.jinf.2021.12.016
193,open_access/35002934,https://www.frontiersin.org/articles/10.3389/fneur.2021.792678/pdf,35002934,10.3389/fneur.2021.792678
194,open_access/34851830,https://ieeexplore.ieee.org/ielx7/7333/4359219/09632600.pdf,34851830,10.1109/TNSRE.2021.3132162
195,open_access/35002667,https://www.frontiersin.org/articles/10.3389/fninf.2021.781551/pdf,35002667,10.3389/fninf.2021.781551
196,open_access/34941897,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0261571&type=printable,34941897,10.1371/journal.pone.0261571
199,open_access/35035786,https://doi.org/10.1016/j.csbj.2021.12.028,35035786,10.1016/j.csbj.2021.12.028
201,open_access/34937587,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/F1E1D0EF227E8601F88BF19090CA383F/S0924933821022483a.pdf/div-class-title-evaluating-the-performance-of-machine-learning-models-for-automatic-diagnosis-of-patients-with-schizophrenia-based-on-a-single-site-dataset-of-440-participants-div.pdf,34937587,10.1192/j.eurpsy.2021.2248
203,open_access/35004588,https://www.frontiersin.org/articles/10.3389/fpubh.2021.788376/pdf,35004588,10.3389/fpubh.2021.788376
205,open_access/35002923,https://www.frontiersin.org/articles/10.3389/fneur.2021.761092/pdf,35002923,10.3389/fneur.2021.761092
207,open_access/35004892,https://www.frontiersin.org/articles/10.3389/fcvm.2021.777757/pdf,35004892,10.3389/fcvm.2021.777757
209,open_access/35055322,https://www.mdpi.com/2075-4426/12/1/7/pdf,35055322,10.3390/jpm12010007
212,open_access/34976321,https://downloads.hindawi.com/journals/jhe/2021/1251199.pdf,34976321,10.1155/2021/1251199
213,open_access/35004272,https://www.frontiersin.org/articles/10.3389/fonc.2021.745001/pdf,35004272,10.3389/fonc.2021.745001
214,open_access/34941924,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0261511&type=printable,34941924,10.1371/journal.pone.0261511
215,open_access/35076602,https://www.mdpi.com/2379-139X/8/1/3/pdf,35076602,10.3390/tomography8010003
217,open_access/34976323,https://downloads.hindawi.com/journals/jhe/2021/2401256.pdf,34976323,10.1155/2021/2401256
218,open_access/34941878,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0259051&type=printable,34941878,10.1371/journal.pone.0259051
220,open_access/35002915,https://www.frontiersin.org/articles/10.3389/fneur.2021.742654/pdf,35002915,10.3389/fneur.2021.742654
221,open_access/35024015,https://downloads.hindawi.com/journals/cmmi/2021/7830909.pdf,35024015,10.1155/2021/7830909
222,open_access/35003085,https://www.frontiersin.org/articles/10.3389/fimmu.2021.769685/pdf,35003085,10.3389/fimmu.2021.769685
224,open_access/34110986,https://ieeexplore.ieee.org/ielx7/10/9662286/09451595.pdf,34110986,10.1109/TBME.2021.3088218
225,open_access/34280088,https://ieeexplore.ieee.org/ielx7/10/4359967/09490357.pdf,34280088,10.1109/TBME.2021.3097815
226,open_access/34951030,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/clc.23762,34951030,10.1002/clc.23762
227,open_access/34939745,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/cns.13773,34939745,10.1111/cns.13773
228,open_access/34954350,https://doi.org/10.1016/j.ymeth.2021.12.009,34954350,10.1016/j.ymeth.2021.12.009
229,open_access/35054189,https://www.mdpi.com/2075-4418/12/1/22/pdf,35054189,10.3390/diagnostics12010022
233,open_access/35011771,https://www.mdpi.com/2077-0383/11/1/31/pdf,35011771,10.3390/jcm11010031
234,open_access/34954026,https://doi.org/10.1016/j.neuroimage.2021.118851,34954026,10.1016/j.neuroimage.2021.118851
236,open_access/34936449,https://www.science.org/doi/pdf/10.1126/sciadv.abh2724?download=true,34936449,10.1126/sciadv.abh2724
238,open_access/35009581,https://www.mdpi.com/1424-8220/22/1/34/pdf,35009581,10.3390/s22010034
239,open_access/35008198,https://www.mdpi.com/2072-6694/14/1/36/pdf,35008198,10.3390/cancers14010036
240,open_access/35054182,https://www.mdpi.com/2075-4418/12/1/15/pdf,35054182,10.3390/diagnostics12010015
241,open_access/35054177,https://www.mdpi.com/2075-4418/12/1/10/pdf,35054177,10.3390/diagnostics12010010
243,open_access/35054180,https://www.mdpi.com/2075-4418/12/1/11/pdf,35054180,10.3390/diagnostics12010011
247,open_access/35054183,https://www.mdpi.com/2075-4418/12/1/16/pdf,35054183,10.3390/diagnostics12010016
248,open_access/35005616,https://www.frontiersin.org/articles/10.3389/frai.2021.809321/pdf,35005616,10.3389/frai.2021.809321
251,open_access/34936195,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/acm2.13506,34936195,10.1002/acm2.13506
252,open_access/34955679,https://link.springer.com/content/pdf/10.1007/s11042-021-11787-y.pdf,34955679,10.1007/s11042-021-11787-y
254,open_access/35056318,https://www.mdpi.com/1648-9144/58/1/9/pdf,35056318,10.3390/medicina58010009
255,open_access/34937811,https://www.jstage.jst.go.jp/article/endocrj/advpub/0/advpub_EJ21-0447/_pdf,34937811,10.1507/endocrj.EJ21-0447
257,open_access/34936438,https://www.science.org/doi/pdf/10.1126/sciadv.abl4146?download=true,34936438,10.1126/sciadv.abl4146
258,open_access/35009591,https://www.mdpi.com/1424-8220/22/1/53/pdf,35009591,10.3390/s22010053
259,open_access/35024010,https://downloads.hindawi.com/journals/cmmi/2021/2015780.pdf,35024010,10.1155/2021/2015780
260,open_access/35054395,https://www.mdpi.com/2075-1729/12/1/1/pdf,35054395,10.3390/life12010001
261,open_access/34961802,https://doi.org/10.1016/j.paid.2021.111461,34961802,10.1016/j.paid.2021.111461
262,open_access/34934144,https://www.nature.com/articles/s41598-021-03806-7.pdf,34934144,10.1038/s41598-021-03806-7
263,open_access/34935742,https://journals.lww.com/jcnjournal/Abstract/9000/The_Utility_of_Nursing_Notes_Among_Medicare.99142.aspx,34935742,10.1097/JCN.0000000000000871
264,open_access/34993152,https://www.frontiersin.org/articles/10.3389/fonc.2021.801876/pdf,34993152,10.3389/fonc.2021.801876
266,open_access/34934149,https://www.nature.com/articles/s41598-021-03813-8.pdf,34934149,10.1038/s41598-021-03813-8
268,open_access/34970330,https://downloads.hindawi.com/journals/cmmm/2021/7936548.pdf,34970330,10.1155/2021/7936548
269,open_access/34934140,https://www.nature.com/articles/s41746-021-00541-1.pdf,34934140,10.1038/s41746-021-00541-1
270,open_access/35008177,https://www.mdpi.com/2072-6694/14/1/12/pdf,35008177,10.3390/cancers14010012
271,open_access/34932550,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1009712&type=printable,34932550,10.1371/journal.pcbi.1009712
272,open_access/35154882,https://doi.org/10.1364/boe.446214,35154882,10.1364/BOE.446214
273,open_access/34935230,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jocn.16182,34935230,10.1111/jocn.16182
275,open_access/35028609,http://www.cell.com/article/S2666379121003396/pdf,35028609,10.1016/j.xcrm.2021.100467
276,open_access/35005058,https://www.spiedigitallibrary.org/journals/journal-of-medical-imaging/volume-8/issue-6/064502/Evaluation-of-multiple-open-source-deep-learning-models-for-detecting/10.1117/1.JMI.8.6.064502.pdf,35005058,10.1117/1.JMI.8.6.064502
278,open_access/35055316,https://www.mdpi.com/2075-4426/12/1/1/pdf,35055316,10.3390/jpm12010001
279,open_access/34993145,https://www.frontiersin.org/articles/10.3389/fonc.2021.786346/pdf,34993145,10.3389/fonc.2021.786346
280,open_access/34970309,https://downloads.hindawi.com/journals/cin/2021/2392395.pdf,34970309,10.1155/2021/2392395
281,open_access/34992592,https://www.frontiersin.org/articles/10.3389/fimmu.2021.742080/pdf,34992592,10.3389/fimmu.2021.742080
282,open_access/34933327,https://ashpublications.org/bloodadvances/article-pdf/doi/10.1182/bloodadvances.2021005800/1855649/bloodadvances.2021005800.pdf,34933327,10.1182/bloodadvances.2021005800
283,open_access/34934084,https://www.nature.com/articles/s41598-021-03341-5.pdf,34934084,10.1038/s41598-021-03341-5
284,open_access/34931859,https://pubs.rsna.org/doi/pdf/10.1148/radiol.210937,34931859,10.1148/radiol.210937
285,open_access/34874864,https://ieeexplore.ieee.org/ielx7/7333/4359219/09641843.pdf,34874864,10.1109/TNSRE.2021.3133616
287,open_access/34936894,http://www.onlinejcf.com/article/S1071916421004991/pdf,34936894,10.1016/j.cardfail.2021.12.004
288,open_access/35135235,https://doi.org/10.3934/mbe.2022090,35135235,10.3934/mbe.2022090
289,open_access/34931008,https://www.nature.com/articles/s41598-021-03825-4.pdf,34931008,10.1038/s41598-021-03825-4
290,open_access/34933123,https://doi.org/10.1016/j.neuroimage.2021.118790,34933123,10.1016/j.neuroimage.2021.118790
291,open_access/34928978,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0261401&type=printable,34928978,10.1371/journal.pone.0261401
292,open_access/34943632,https://www.mdpi.com/2075-4418/11/12/2396/pdf,34943632,10.3390/diagnostics11122396
293,open_access/34966444,https://downloads.hindawi.com/journals/cmmm/2021/7433186.pdf,34966444,10.1155/2021/7433186
294,open_access/34952282,https://doi.org/10.1016/j.ijmedinf.2021.104667,34952282,10.1016/j.ijmedinf.2021.104667
295,open_access/34928523,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/path.5858,34928523,10.1002/path.5858
296,open_access/34966518,https://doi.org/10.1155/2021/1302989,34966518,10.1155/2021/1302989
297,open_access/34960595,https://www.mdpi.com/1424-8220/21/24/8503/pdf,34960595,10.3390/s21248503
298,open_access/34928791,http://arxiv.org/pdf/2102.01284,34928791,10.1109/TMI.2021.3136682
299,open_access/34930373,https://jneuroengrehab.biomedcentral.com/track/pdf/10.1186/s12984-021-00975-4,34930373,10.1186/s12984-021-00975-4
300,open_access/34928973,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0260681&type=printable,34928973,10.1371/journal.pone.0260681
301,open_access/34930738,https://bmjopen.bmj.com/content/bmjopen/11/12/e052902.full.pdf,34930738,10.1136/bmjopen-2021-052902
302,open_access/34930952,https://www.nature.com/articles/s41598-021-03572-6.pdf,34930952,10.1038/s41598-021-03572-6
303,open_access/34988091,https://www.frontiersin.org/articles/10.3389/fmed.2021.771608/pdf,34988091,10.3389/fmed.2021.771608
304,open_access/34930921,https://www.nature.com/articles/s41598-021-03043-y.pdf,34930921,10.1038/s41598-021-03043-y
306,open_access/34927450,https://www.ahajournals.org/doi/pdf/10.1161/JAHA.121.022576,34927450,10.1161/JAHA.121.022576
307,open_access/34987547,https://www.frontiersin.org/articles/10.3389/fgene.2021.761141/pdf,34987547,10.3389/fgene.2021.761141
308,open_access/34959052,https://doi.org/10.1016/j.nicl.2021.102921,34959052,10.1016/j.nicl.2021.102921
310,open_access/34945278,https://www.mdpi.com/2077-0383/10/24/5982/pdf,34945278,10.3390/jcm10245982
311,open_access/35036125,https://doi.org/10.7717/peerj.12572,35036125,10.7717/peerj.12572
312,open_access/34930937,https://www.nature.com/articles/s41598-021-03554-8.pdf,34930937,10.1038/s41598-021-03554-8
313,open_access/34950750,https://doi.org/10.1101/2021.09.16.21263707,34950750,10.1117/1.JMI.8.6.067501
314,open_access/34937047,https://doi.org/10.1097/apo.0000000000000466,34937047,10.1097/APO.0000000000000466
315,open_access/34988015,https://www.frontiersin.org/articles/10.3389/fonc.2021.770683/pdf,34988015,10.3389/fonc.2021.770683
316,open_access/34930374,https://ojrd.biomedcentral.com/track/pdf/10.1186/s13023-021-02150-3,34930374,10.1186/s13023-021-02150-3
317,open_access/34930380,https://jneuroengrehab.biomedcentral.com/track/pdf/10.1186/s12984-021-00972-7,34930380,10.1186/s12984-021-00972-7
318,open_access/34945004,https://www.mdpi.com/2072-6694/13/24/6384/pdf,34945004,10.3390/cancers13246384
320,open_access/34928445,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8784497,34928445,10.1007/s11548-021-02539-2
321,open_access/34966525,https://downloads.hindawi.com/journals/jhe/2021/6112671.pdf,34966525,10.1155/2021/6112671
324,open_access/34966445,https://downloads.hindawi.com/journals/cmmm/2021/8500314.pdf,34966445,10.1155/2021/8500314
325,open_access/34933537,https://www.pagepressjournals.org/index.php/aiua/article/download/aiua.2021.4.418/9774,34933537,10.4081/aiua.2021.4.418
326,open_access/34928449,https://insightsimaging.springeropen.com/track/pdf/10.1186/s13244-021-01137-9,34928449,10.1186/s13244-021-01137-9
