,name,pdf_url,pmid,doi
561,open_access/34894786,,34894786,10.1177/00031348211063549
565,open_access/34889152,,34889152,10.1177/15500594211063662
574,open_access/34891153,,34891153,10.1093/cercor/bhab419
587,open_access/34956135,,34956135,10.3389/fmicb.2021.772736
603,open_access/34882827,,34882827,10.1002/jum.15914
606,open_access/34882550,,34882550,10.1109/TMI.2021.3134270
607,open_access/34883032,,34883032,10.1089/cmb.2021.0236
612,open_access/34888698,,34888698,10.1093/ntr/ntab257
614,open_access/34543203,,34543203,10.1109/TBCAS.2021.3113613
618,open_access/34882890,,34882890,10.1002/jmri.28025
630,open_access/34887322,,34887322,10.1183/13993003.01674-2021
641,open_access/33656995,,33656995,10.1109/TCBB.2021.3063284
647,open_access/34881409,,34881409,10.1007/s11548-021-02505-y
653,open_access/33259306,,33259306,10.1109/TCBB.2020.3041527
657,open_access/32386162,,32386162,10.1109/TCBB.2020.2992605
661,open_access/34813114,,34813114,10.1002/mp.15371
669,open_access/32324565,,32324565,10.1109/TCBB.2020.2989315
682,open_access/34837331,,34837331,10.1002/jbio.202100198
691,open_access/34496066,,34496066,10.1002/hep.32142
693,open_access/34808603,,34808603,10.1088/1361-6560/ac3c13
694,open_access/34818638,,34818638,10.1088/1361-6560/ac3d16
696,open_access/34873695,,34873695,10.1002/lary.29971
698,open_access/34874210,,34874210,10.1080/10255842.2021.2012655
703,open_access/34802144,,34802144,10.1002/mp.15328
706,open_access/34870585,,34870585,10.5664/jcsm.9798
711,open_access/34877735,,34877735,10.1002/jmri.28024
715,open_access/34874878,,34874878,10.1109/JBHI.2021.3133455
717,open_access/34876477,,34876477,10.2967/jnmt.121.263081
720,open_access/34874188,,34874188,10.1177/02841851211058934
724,open_access/34870344,,34870344,10.1002/mds.28866
727,open_access/34865511,,34865511,10.1161/STROKEAHA.121.036091
730,open_access/33750716,,33750716,10.1109/JBHI.2021.3067789
732,open_access/34347614,,34347614,10.1109/JBHI.2021.3101982
736,open_access/33370240,,33370240,10.1109/JBHI.2020.3047602
737,open_access/33929968,,33929968,10.1109/JBHI.2021.3076762
740,open_access/34808605,,34808605,10.1088/1361-6560/ac3c14
751,open_access/34715678,,34715678,10.1088/1361-6560/ac34b2
753,open_access/34871168,,34871168,10.1109/TMI.2021.3132905
754,open_access/34866501,,34866501,10.1080/10255842.2021.2012656
777,open_access/34862801,,34862801,10.1111/1475-6773.13921
780,open_access/34866497,,34866497,10.1080/10255842.2021.1975682
789,open_access/34859543,,34859543,10.1002/jemt.23991
790,open_access/34859944,,34859944,10.1111/jocd.14653
794,open_access/34862241,,34862241,10.2215/CJN.07830621
799,open_access/34861802,,34861802,10.1177/0306624X211062139
818,open_access/34855599,,34855599,10.1109/TCBB.2021.3132292
820,open_access/34798623,,34798623,10.1088/1361-6560/ac3b66
822,open_access/35041286,,35041286,10.1002/smtd.202101220
824,open_access/34855228,,34855228,10.1002/pros.24272
825,open_access/34859369,,34859369,10.1007/s11517-021-02459-y
830,open_access/34854930,,34854930,10.1007/s00330-021-08370-2
832,open_access/34854943,,34854943,10.1007/s00246-021-02790-z
837,open_access/34855002,,34855002,10.1007/s10140-021-02000-6
840,open_access/34854737,,34854737,10.2217/fon-2021-1059
846,open_access/35049480,,35049480,10.1192/bjp.2021.169
850,open_access/34855605,,34855605,10.1109/JBHI.2021.3132173
851,open_access/34826252,,34826252,10.1259/dmfr.20210383
853,open_access/34857514,,34857514,10.3174/ajnr.A7363
865,open_access/34850259,,34850259,10.1007/s00247-021-05240-3
868,open_access/34847753,,34847753,10.1177/09544119211055870
884,open_access/34859792,,34859792,10.1684/epd.2021.1392
889,open_access/34850248,,34850248,10.1007/s00259-021-05626-3
922,open_access/34846200,,34846200,10.1148/radiol.2021211270
926,open_access/34048339,,34048339,10.1109/TMI.2021.3084748
927,open_access/34846862,,34846862,10.1021/acs.analchem.1c03650
934,open_access/34264825,,34264825,10.1109/TMI.2021.3097665
947,open_access/34264823,,34264823,10.1109/TMI.2021.3097319
948,open_access/34197319,,34197319,10.1109/TMI.2021.3093982
949,open_access/34851743,,34851743,10.1089/big.2020.0256
954,open_access/35071611,,35071611,10.4103/jehp.jehp_138_21
957,open_access/34788124,,34788124,10.1259/dmfr.20210341
974,open_access/34845751,,34845751,10.1002/jor.25213
978,open_access/34849619,,34849619,10.1093/brain/awab425
981,open_access/34842131,,34842131,10.1017/S003329172100489X
984,open_access/34845590,,34845590,10.1007/s11548-021-02533-8
986,open_access/34797687,,34797687,10.1259/bjr.20210748
990,open_access/34845886,,34845886,10.1515/bmt-2021-0112
995,open_access/34766623,,34766623,10.1002/mp.15341
996,open_access/34842320,,34842320,10.1002/jmri.28008
997,open_access/34730231,,34730231,10.1002/mp.15332
1026,open_access/34837512,,34837512,10.1007/s00330-021-08361-3
1047,open_access/34757945,,34757945,10.1088/1361-6560/ac3841
1053,open_access/34825801,,34825801,10.23736/S0392-9590.21.04771-4
1064,open_access/34825850,,34825850,10.1080/03091902.2021.1992519
1066,open_access/34826299,,34826299,10.1109/JBHI.2021.3131103
1085,open_access/34695815,,34695815,10.1088/1741-2552/ac3315
1089,open_access/34821967,,34821967,10.1007/s00330-021-08380-0
1095,open_access/34850171,,34850171,10.1093/neuonc/noab272
1097,open_access/34824449,,34824449,10.1038/s41416-021-01640-2
1100,open_access/34823258,,34823258,10.1055/a-1706-6174
1102,open_access/34821963,,34821963,10.1007/s00261-021-03350-y
1107,open_access/34822131,,34822131,10.1007/s13246-021-01083-2
1109,open_access/34713495,,34713495,10.1111/jgh.15725
1116,open_access/34767312,,34767312,10.1111/hepr.13729
1126,open_access/34820867,,34820867,10.1002/jum.15889
1132,open_access/34817885,,34817885,10.1111/epi.17059
1133,open_access/34820853,,34820853,10.1002/nur.22199
1143,open_access/34817635,,34817635,10.1007/s00066-021-01874-2
1149,open_access/34818194,,34818194,10.1109/TNNLS.2021.3127497
1157,open_access/34815236,,34815236,10.1136/bjophthalmol-2021-320284
1163,open_access/34813275,,34813275,10.1021/acsnano.1c06429
1165,open_access/34812674,,34812674,10.1148/radiol.2021211483
1166,open_access/34280097,,34280097,10.1109/TUFFC.2021.3098308
1168,open_access/34813482,,34813482,10.1109/JBHI.2021.3129779
1169,open_access/34813462,,34813462,10.1109/TBME.2021.3129459
1170,open_access/34730265,,34730265,10.1002/ejhf.2375
1216,open_access/34807297,,34807297,10.1007/s10916-021-01782-z
1220,open_access/34811644,,34811644,10.1007/s11517-021-02462-3
1221,open_access/34773321,,34773321,10.1111/ene.15181
1224,open_access/34714898,,34714898,10.1039/d1an01586a
1225,open_access/34807344,,34807344,10.1007/s11282-021-00577-9
1236,open_access/34802143,,34802143,10.1007/s11548-021-02525-8
1237,open_access/34802160,,34802160,10.1111/jcpt.13579
1244,open_access/34800150,,34800150,10.1007/s00330-021-08353-3
1245,open_access/34800160,,34800160,10.1007/s00261-021-03343-x
1252,open_access/34815060,,34815060,10.1016/j.amjcard.2021.10.028
1272,open_access/33989150,,33989150,10.1109/TBME.2021.3080259
1277,open_access/34014818,,34014818,10.1109/TBME.2021.3082152
1280,open_access/34797388,,34797388,10.1007/s00109-021-02158-z
1300,open_access/34632589,,34632589,10.1002/mp.15275
1304,open_access/33974537,,33974537,10.1109/TBME.2021.3077875
1310,open_access/34792761,,34792761,10.1007/s13246-021-01080-5
1312,open_access/34792835,,34792835,10.1002/jmri.27995
1313,open_access/34795038,,34795038,10.1183/13993003.01344-2021
1324,open_access/34815984,,34815984,
1326,open_access/34793297,,34793297,10.1109/TBME.2021.3129175
1327,open_access/34792740,,34792740,10.1007/s12012-021-09708-4
1339,open_access/34665186,,34665186,10.1039/d1ay01377g
1342,open_access/34719057,,34719057,10.1002/mp.15319
1353,open_access/34867175,,34867175,10.3389/fnins.2021.777329
1368,open_access/34801440,,34801440,10.1016/j.jmir.2021.10.004
1370,open_access/34788216,,34788216,10.1109/TBME.2021.3126281
1372,open_access/34787505,,34787505,10.1177/10556656211061021
1381,open_access/34693536,,34693536,10.1002/mp.15312
1382,open_access/34783610,,34783610,10.1080/0284186X.2021.1994645
1383,open_access/34783609,,34783609,10.1177/21501351211051227
1390,open_access/34783592,,34783592,10.1148/radiol.2021211027
1393,open_access/34798322,,34798322,10.1016/j.ogla.2021.11.003
1394,open_access/34783924,,34783924,10.1007/s10120-021-01261-x
1397,open_access/34782918,,34782918,10.1007/s00520-021-06657-0
1408,open_access/34783976,,34783976,10.1007/s11548-021-02485-z
1411,open_access/34784289,,34784289,10.1109/JBHI.2021.3128383
1413,open_access/34788074,,34788074,10.1089/big.2021.0187
1416,open_access/34780282,,34780282,10.1177/03635465211054506
1424,open_access/34782727,,34782727,10.1038/s41374-021-00692-5
1429,open_access/34781854,,34781854,10.1142/S0129065721500519
1432,open_access/34783053,,34783053,10.1002/pros.24266
1440,open_access/34956485,,34956485,
1442,open_access/34725880,,34725880,10.1111/ene.15166
1449,open_access/34779139,,34779139,10.1002/jhbp.1080
1457,open_access/34779273,,34779273,10.1177/15500594211060830
1458,open_access/34773476,,34773476,10.1007/s00345-021-03879-z
1464,open_access/34773490,,34773490,10.1007/s00417-021-05455-y
1467,open_access/34773485,,34773485,10.1007/s00256-021-03948-9
1470,open_access/34724712,,34724712,10.1002/mp.15321
1474,open_access/34773449,,34773449,10.1002/jmri.27992
1489,open_access/34767469,,34767469,10.1200/JCO.21.01337
1494,open_access/34767108,,34767108,10.1007/s10067-021-05960-9
1522,open_access/34761367,,34761367,10.1007/s12021-021-09548-1
1523,open_access/34766380,,34766380,10.1002/nbm.4647
1526,open_access/34761306,,34761306,10.1007/s00167-021-06794-3
1531,open_access/34788368,,34788368,10.1093/bioinformatics/btab772
1532,open_access/34700300,,34700300,10.1088/1361-6560/ac3345
1533,open_access/34766197,,34766197,10.1007/s00261-021-03309-z
1537,open_access/34759236,,34759236,10.1097/ANA.0000000000000819
1548,open_access/34757892,,34757892,10.1177/08850666211053796
1552,open_access/34757449,,34757449,10.1007/s00330-021-08344-4
1564,open_access/34870371,,34870371,10.1002/alz.12491
1587,open_access/34755198,,34755198,10.1007/s00234-021-02851-3
1591,open_access/34751450,,34751450,10.1002/jum.15869
1593,open_access/34751069,,34751069,10.1177/19417381211056078
1595,open_access/34587597,,34587597,10.1088/1361-6560/ac2b80
1596,open_access/34751458,,34751458,10.1002/jum.15873
1605,open_access/34751852,,34751852,10.1007/s10549-021-06443-w
1619,open_access/34591794,,34591794,
1621,open_access/34748510,,34748510,10.1109/TCYB.2021.3123173
1627,open_access/34748437,,34748437,10.1080/17538157.2021.1990300
1629,open_access/34748658,,34748658,10.1111/den.14185
1630,open_access/34748073,,34748073,10.1007/s00256-021-03939-w
1635,open_access/34748192,,34748192,10.1007/s13246-021-01071-6
1636,open_access/34748509,,34748509,10.1109/TCYB.2021.3122969
1654,open_access/34748191,,34748191,10.1007/s13246-021-01073-4
1657,open_access/34591793,,34591793,
1658,open_access/34750962,,34750962,10.1111/jnu.12736
1660,open_access/35186359,,35186359,10.1007/s13534-021-00209-5
1661,open_access/34669994,,34669994,10.1002/mp.15307
1666,open_access/34741469,,34741469,10.1002/jum.15868
1667,open_access/34741749,,34741749,10.1007/s12975-021-00963-9
1668,open_access/34741576,,34741576,10.1002/jmri.27984
1670,open_access/34801459,,34801459,10.1016/j.jcmg.2021.08.015
1693,open_access/34077377,,34077377,10.1109/JBHI.2021.3085318
1699,open_access/34748429,,34748429,10.1089/lap.2021.0318
1700,open_access/34613922,,34613922,10.1109/JBHI.2021.3117238
1703,open_access/34288881,,34288881,10.1109/JBHI.2021.3098428
1704,open_access/34738671,,34738671,10.1002/nbm.4642
1712,open_access/34735185,,34735185,10.1037/xge0001133
1718,open_access/34734349,,34734349,10.1007/s00417-021-05475-8
1738,open_access/34730469,,34730469,10.1080/03091902.2021.1992520
1746,open_access/34730236,,34730236,10.1111/bjh.17933
1753,open_access/34731338,,34731338,10.1007/s10278-021-00530-6
1754,open_access/34731452,,34731452,10.1007/s13577-021-00641-w
1755,open_access/34730070,,34730070,10.1080/13645706.2021.1980402
1756,open_access/34751677,,34751677,10.1097/AUD.0000000000001151
1757,open_access/34734319,,34734319,10.1007/s00431-021-04298-3
1758,open_access/34729999,,34729999,10.2217/fon-2021-0767
1759,open_access/34734350,,34734350,10.1007/s11739-021-02873-y
1773,open_access/34726985,,34726985,10.1080/10255842.2021.1985476
1777,open_access/34727340,,34727340,10.1007/s12539-021-00472-1
1781,open_access/34663762,,34663762,10.1088/1361-6560/ac30a1
1803,open_access/34724851,,34724851,10.1177/15459683211054178
1812,open_access/34730818,,34730818,10.1001/jamanetworkopen.2021.32554
1813,open_access/34719980,,34719980,10.1177/00220345211040459
1814,open_access/34815187,,34815187,10.1016/j.hpb.2021.10.004
1817,open_access/34649297,,34649297,10.1111/bcpt.13674
1825,open_access/34676555,,34676555,10.1002/mp.15290
1830,open_access/34723514,,34723514,10.1021/acs.analchem.1c03957
1835,open_access/34717051,,34717051,10.1515/cclm-2021-0873
1841,open_access/34725502,,34725502,10.1038/s41587-021-01070-8
1847,open_access/34719059,,34719059,10.1002/mrm.29057
1852,open_access/34720065,,34720065,10.1142/S0129065721500581
1857,open_access/34816253,,34816253,
1860,open_access/34825131,,34825131,
1861,open_access/34716766,,34716766,10.1007/s00167-021-06778-3
1868,open_access/34718933,,34718933,10.1007/s11517-021-02461-4
1871,open_access/34716873,,34716873,10.1007/s12149-021-01688-3
1872,open_access/34718864,,34718864,10.1007/s00586-021-07036-3
1880,open_access/34716944,,34716944,10.1111/den.14179
1882,open_access/34714568,,34714568,10.1002/uog.24805
1886,open_access/34571502,,34571502,10.1088/1361-6579/ac2a8f
1889,open_access/34654011,,34654011,10.1088/2057-1976/ac3055
1902,open_access/34658035,,34658035,10.1002/mp.15285
1910,open_access/34714758,,34714758,10.1109/JBHI.2021.3123657
1924,open_access/34534977,,34534977,10.1088/1361-6579/ac27b9
1927,open_access/34710247,,34710247,10.1002/jum.15860
1937,open_access/34710872,,34710872,10.1159/000519125
1943,open_access/34661294,,34661294,10.1002/mp.15302
1944,open_access/34709712,,34709712,10.1111/nmo.14290
1953,open_access/34669527,,34669527,10.1080/02770903.2021.1996598
1955,open_access/34708252,,34708252,10.1007/s00261-021-03285-4
1957,open_access/34709721,,34709721,10.1111/ijlh.13745
1985,open_access/34708417,,34708417,10.1002/mrm.29054
1987,open_access/34674280,,34674280,10.1002/mp.15293
1991,open_access/34705660,,34705660,10.1109/JBHI.2021.3123353
2004,open_access/34533427,,34533427,10.1080/10903127.2021.1981505
2009,open_access/34613921,,34613921,10.1109/TNNLS.2021.3114747
2014,open_access/34705640,,34705640,10.1109/TMI.2021.3123572
2017,open_access/34704147,,34704147,10.1007/s00268-021-06360-5
2019,open_access/34698568,,34698568,10.1148/radiol.2021210902
2023,open_access/34696827,,34696827,
2031,open_access/34699366,,34699366,10.1109/TCBB.2021.3122405
2037,open_access/34459001,,34459001,10.1002/mp.15185
2038,open_access/34698566,,34698566,10.1148/radiol.2021210531
2046,open_access/34764849,,34764849,10.3389/fnins.2021.704963
2060,open_access/34689626,,34689626,10.1098/rsta.2020.0264
2070,open_access/34505705,,34505705,10.1002/path.5795
2074,open_access/34697059,,34697059,10.1158/1055-9965.EPI-21-0838
2078,open_access/34689629,,34689629,10.1098/rsta.2020.0258
2087,open_access/34694783,,34694783,10.1021/acs.analchem.1c01650
2092,open_access/34689614,,34689614,10.1098/rsta.2020.0252
2098,open_access/34689379,,34689379,10.1111/odi.14056
2120,open_access/34721823,,34721823,10.1155/2021/3417285
2123,open_access/34676625,,34676625,10.1002/hbm.25685
2128,open_access/34690328,,34690328,10.1097/BRS.0000000000004267
2129,open_access/35129506,,35129506,10.1097/SLA.0000000000005261
2130,open_access/34828081,,34828081,10.3390/e23111383
2133,open_access/34679127,,34679127,10.1371/journal.pone.0259010
2141,open_access/34721656,,34721656,10.1155/2021/2376391
2145,open_access/34686914,,34686914,10.1007/s00467-021-05321-3
2150,open_access/34619675,,34619675,10.1088/1361-6560/ac2dd1
2152,open_access/34686573,,34686573,10.1136/neurintsurg-2021-017976
2154,open_access/34776805,,34776805,10.1155/2021/9066128
2166,open_access/34670412,,34670412,10.1161/STROKEAHA.121.034266
2167,open_access/34672859,,34672859,10.1080/17538157.2021.1988957
2171,open_access/34672212,,34672212,10.2217/cer-2021-0115
2175,open_access/34637191,,34637191,10.1111/ijcp.14980
2178,open_access/34674270,,34674270,10.1002/ijgo.13993
2179,open_access/34592067,,34592067,10.1111/ocr.12539
2182,open_access/34674218,,34674218,10.1055/a-1640-9508
2186,open_access/34674136,,34674136,10.1007/s11548-021-02492-0
2191,open_access/34676596,,34676596,10.1002/jor.25201
2194,open_access/34628667,,34628667,10.1002/mp.15270
2195,open_access/34609756,,34609756,10.1002/mp.15268
2202,open_access/34632675,,34632675,10.1002/ejhf.2361
2207,open_access/34673992,,34673992,10.1007/s00216-021-03691-z
2208,open_access/34670750,,34670750,10.1136/bjophthalmol-2021-320088
2209,open_access/34670749,,34670749,10.1136/bjophthalmol-2021-319470
2210,open_access/34669924,,34669924,10.5858/arpa.2020-0712-OA
2213,open_access/34721822,,34721822,10.1155/2021/1141619
2216,open_access/34669218,,34669218,10.1111/jocs.16072
2222,open_access/34671856,,34671856,10.1007/s00345-021-03844-w
2223,open_access/34671832,,34671832,10.1007/s00330-021-08330-w
2226,open_access/34745223,,34745223,10.3389/fgene.2021.754503
2228,open_access/34721657,,34721657,10.1155/2021/4019358
2235,open_access/34744927,,34744927,10.3389/fpsyg.2021.750395
2237,open_access/34722764,,34722764,10.1155/2021/4784057
2238,open_access/34598167,,34598167,10.1088/2057-1976/ac2c55
2239,open_access/34745218,,34745218,10.3389/fgene.2021.744557
2243,open_access/34744829,,34744829,10.3389/fpsyt.2021.738494
2245,open_access/34668820,,34668820,10.1080/10255842.2021.1990270
2246,open_access/34668601,,34668601,10.1002/jmri.27955
2247,open_access/34744647,,34744647,10.3389/fnsys.2021.747681
2255,open_access/34712739,,34712739,10.1155/2021/8766517
2258,open_access/34668251,,34668251,10.1002/nbm.4626
2264,open_access/35003334,,35003334,10.1093/jphsr/rmab055
2289,open_access/34661530,,34661530,
2291,open_access/34657970,,34657970,10.1007/s00330-021-08298-7
2292,open_access/34613796,,34613796,10.1259/bjr.20210820
2301,open_access/34677301,,34677301,10.3390/jimaging7100215
2312,open_access/34608652,,34608652,10.1002/mp.15260
2313,open_access/34661512,,34661512,10.1080/07391102.2021.1987328
2320,open_access/34733239,,34733239,10.3389/fendo.2021.730100
2321,open_access/34661861,,34661861,10.1007/s12028-021-01362-6
2326,open_access/34662279,,34662279,10.1109/TCBB.2021.3120673
2328,open_access/34682887,,34682887,10.3390/jcm10204764
2330,open_access/34611961,,34611961,10.1002/pds.5367
2331,open_access/34569886,,34569886,10.1177/17474930211051531
2332,open_access/34657211,,34657211,10.1007/s00586-021-07020-x
2345,open_access/34899078,,34899078,10.1002/cpe.6675
2356,open_access/34655052,,34655052,10.1007/s11517-021-02445-4
2357,open_access/34652556,,34652556,10.1007/s10120-021-01256-8
2358,open_access/34654965,,34654965,10.1007/s00330-021-08293-y
2362,open_access/34786091,,34786091,
2363,open_access/34760037,,34760037,
2365,open_access/34651513,,34651513,10.2217/bmm-2021-0280
2370,open_access/34654318,,34654318,10.1177/10731911211050921
2372,open_access/34786077,,34786077,
2373,open_access/34653254,,34653254,10.1093/neuonc/noab238
2382,open_access/34651229,,34651229,10.1007/s00259-021-05573-z
2384,open_access/34652606,,34652606,10.1007/s11548-021-02504-z
2389,open_access/34648462,,34648462,10.1109/JBHI.2021.3120178
2393,open_access/34545384,,34545384,10.1039/d1ay00802a
2396,open_access/34647900,,34647900,10.2196/32771
2408,open_access/34648426,,34648426,
2437,open_access/34647180,,34647180,10.1007/s00330-021-08296-9
2438,open_access/34643210,,34643210,10.1093/ajcp/aqab148
2439,open_access/34642976,,34642976,10.1111/cen.14612
2444,open_access/34647145,,34647145,10.1007/s00261-021-03308-0
2445,open_access/34643944,,34643944,10.1111/jgs.17491
2450,open_access/34644152,,34644152,10.1259/dmfr.20210296
2451,open_access/34643779,,34643779,10.1007/s00330-021-08329-3
2454,open_access/34642778,,34642778,10.1007/s00262-021-03079-z
2455,open_access/34647174,,34647174,10.1007/s00330-021-08271-4
2459,open_access/34656471,,34656471,10.1016/j.jcmg.2021.08.011
2469,open_access/34656489,,34656489,10.1016/j.jcmg.2021.09.007
2474,open_access/34609745,,34609745,10.1002/mp.15264
2486,open_access/34636962,,34636962,10.1007/s00330-021-08322-w
2488,open_access/34653106,,34653106,10.1097/BOT.0000000000002290
2489,open_access/32579536,,32579536,10.1109/TCYB.2020.3000440
2490,open_access/34636995,,34636995,10.1007/s00417-021-05427-2
2495,open_access/34636634,,34636634,10.1148/radiol.2021204164
2498,open_access/34642776,,34642776,10.1007/s00249-021-01574-w
2504,open_access/34637147,,34637147,10.1002/nur.22190
2507,open_access/34585199,,34585199,10.1039/d1lc00371b
2512,open_access/34635034,,34635034,10.1142/S0129065721500489
2517,open_access/34636644,,34636644,10.1177/02841851211044973
2523,open_access/34636933,,34636933,10.1007/s00261-021-03289-0
2526,open_access/34507303,,34507303,10.1088/1741-2552/ac25d8
2529,open_access/34626530,,34626530,10.1515/bmt-2021-0070
2552,open_access/34634155,,34634155,10.1111/jocs.16060
2564,open_access/34626252,,34626252,10.1007/s11657-021-00985-8
2573,open_access/34626159,,34626159,10.1002/lt.26332
2577,open_access/34628989,,34628989,10.1177/00222194211047631
2584,open_access/34623631,,34623631,10.1007/s40620-021-01163-2
2588,open_access/34623286,,34623286,10.1109/JBHI.2021.3118717
2590,open_access/34582617,,34582617,10.1111/febs.16214
2601,open_access/34623893,,34623893,10.1259/dmfr.20210246
2604,open_access/34622964,,34622964,10.1002/lary.29894
2613,open_access/34623478,,34623478,10.1007/s00234-021-02826-4
2623,open_access/33226953,,33226953,10.1109/TCBB.2020.3039834
2625,open_access/31841420,,31841420,10.1109/TCBB.2019.2960019
2627,open_access/34622424,,34622424,10.1007/s11307-021-01641-w
2628,open_access/34622381,,34622381,10.1007/s11548-021-02497-9
2629,open_access/32833640,,32833640,10.1109/TCBB.2020.3018137
2634,open_access/32750892,,32750892,10.1109/TCBB.2020.3010014
2639,open_access/34617809,,34617809,10.1177/02841851211043839
2644,open_access/34617810,,34617810,10.1177/15347346211047098
2648,open_access/32750882,,32750882,10.1109/TCBB.2020.3006699
2650,open_access/32750863,,32750863,10.1109/TCBB.2020.3002562
2656,open_access/34269618,,34269618,10.1089/brain.2020.1003
2660,open_access/34269609,,34269609,10.1089/brain.2020.0878
2661,open_access/34615666,,34615666,10.1136/bjophthalmol-2021-319058
