,name,pdf_url,pmid,doi
829,open_access/34884390,https://www.mdpi.com/2077-0383/10/23/5688/pdf,34884390,10.3390/jcm10235688
834,open_access/34943494,https://www.mdpi.com/2075-4418/11/12/2257/pdf,34943494,10.3390/diagnostics11122257
842,open_access/34941828,https://doi.org/10.3390/vetsci8120301,34941828,10.3390/vetsci8120301
844,open_access/34860677,https://doi.org/10.2196/27024,34860677,10.2196/27024
849,open_access/34946895,https://www.mdpi.com/2073-4425/12/12/1946/pdf,34946895,10.3390/genes12121946
857,open_access/34860679,https://doi.org/10.2196/30304,34860679,10.2196/30304
863,open_access/34884029,https://www.mdpi.com/1424-8220/21/23/8025/pdf,34884029,10.3390/s21238025
867,open_access/34885164,https://www.mdpi.com/2072-6694/13/23/6054/pdf,34885164,10.3390/cancers13236054
872,open_access/34940038,https://www.mdpi.com/2304-6767/9/12/141/pdf,34940038,10.3390/dj9120141
877,open_access/34885175,https://www.mdpi.com/2072-6694/13/23/6065/pdf,34885175,10.3390/cancers13236065
878,open_access/34850585,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/aos.15071,34850585,10.1111/aos.15071
879,open_access/34940725,https://www.mdpi.com/2313-433X/7/12/258/pdf,34940725,10.3390/jimaging7120258
880,open_access/34792800,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8758536,34792800,10.1002/mp.15362
892,open_access/34853071,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8803395,34853071,10.1158/0008-5472.CAN-21-2843
894,open_access/35146433,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8823458,35146433,10.1148/ryai.210026
895,open_access/34945740,https://www.mdpi.com/2075-4426/11/12/1268/pdf,34945740,10.3390/jpm11121268
896,open_access/34885158,https://www.mdpi.com/2072-6694/13/23/6048/pdf,34885158,10.3390/cancers13236048
897,open_access/34945743,https://www.mdpi.com/2075-4426/11/12/1271/pdf,34945743,10.3390/jpm11121271
898,open_access/34757954,https://iopscience.iop.org/article/10.1088/1741-2552/ac387f/pdf,34757954,10.1088/1741-2552/ac387f
900,open_access/34851764,https://journals.sagepub.com/doi/pdf/10.1177/0271678X211063802,34851764,10.1177/0271678X211063802
902,open_access/34880677,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8645952,34880677,10.2147/CMAR.S337516
914,open_access/34943479,https://www.mdpi.com/2075-4418/11/12/2242/pdf,34943479,10.3390/diagnostics11122242
916,open_access/34847802,https://www.tandfonline.com/doi/pdf/10.1080/14767058.2021.2005573?needAccess=true,34847802,10.1080/14767058.2021.2005573
918,open_access/34884008,https://www.mdpi.com/1424-8220/21/23/8007/pdf,34884008,10.3390/s21238007
919,open_access/35135200,https://doi.org/10.3934/mbe.2022055,35135200,10.3934/mbe.2022055
924,open_access/34854263,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8916553,34854263,10.1002/acr2.11352
942,open_access/34847294,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8696217,34847294,10.1111/jch.14397
944,open_access/34886377,https://www.mdpi.com/1660-4601/18/23/12652/pdf,34886377,10.3390/ijerph182312652
946,open_access/34884000,https://www.mdpi.com/1424-8220/21/23/7996/pdf,34884000,10.3390/s21237996
951,open_access/34886378,https://www.mdpi.com/1660-4601/18/23/12649/pdf,34886378,10.3390/ijerph182312649
963,open_access/34883977,https://www.mdpi.com/1424-8220/21/23/7975/pdf,34883977,10.3390/s21237975
970,open_access/34886312,https://www.mdpi.com/1660-4601/18/23/12586/pdf,34886312,10.3390/ijerph182312586
975,open_access/34868624,https://journals.sagepub.com/doi/pdf/10.1177/20552076211060659,34868624,10.1177/20552076211060659
980,open_access/34944430,https://www.mdpi.com/2218-273X/11/12/1786/pdf,34944430,10.3390/biom11121786
982,open_access/34852047,https://doi.org/10.5935/0004-2749.20220051,34852047,10.5935/0004-2749.20220051
985,open_access/34885112,https://doi.org/10.3390/cancers13236002,34885112,10.3390/cancers13236002
992,open_access/35154388,https://journals.sagepub.com/doi/pdf/10.1177/17562848211054710,35154388,10.1177/17562848211054710
993,open_access/34885124,https://www.mdpi.com/2072-6694/13/23/6013/pdf,34885124,10.3390/cancers13236013
994,open_access/34850620,https://www.jphres.org/index.php/jphres/article/download/2601/1099,34850620,10.4081/jphr.2021.2601
999,open_access/34943859,https://www.mdpi.com/2073-4409/10/12/3353/pdf,34943859,10.3390/cells10123353
1000,open_access/34945322,https://www.mdpi.com/2072-666X/12/12/1473/pdf,34945322,10.3390/mi12121473
1002,open_access/34842346,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ocr.12542,34842346,10.1111/ocr.12542
1004,open_access/34883976,https://www.mdpi.com/1424-8220/21/23/7972/pdf,34883976,10.3390/s21237972
1005,open_access/34940346,https://www.mdpi.com/2306-5354/8/12/193/pdf,34940346,10.3390/bioengineering8120193
1010,open_access/34949526,http://www.ajgponline.org/article/S1064748121005509/pdf,34949526,10.1016/j.jagp.2021.11.011
1013,open_access/34883946,https://www.mdpi.com/1424-8220/21/23/7942/pdf,34883946,10.3390/s21237942
1015,open_access/34883949,https://www.mdpi.com/1424-8220/21/23/7943/pdf,34883949,10.3390/s21237943
1016,open_access/34839541,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/all.15192,34839541,10.1111/all.15192
1018,open_access/34841722,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cam4.4460,34841722,10.1002/cam4.4460
1024,open_access/34886225,https://www.mdpi.com/1660-4601/18/23/12499/pdf,34886225,10.3390/ijerph182312499
1031,open_access/34947836,https://www.mdpi.com/2075-1729/11/12/1305/pdf,34947836,10.3390/life11121305
1033,open_access/34883920,https://www.mdpi.com/1424-8220/21/23/7916/pdf,34883920,10.3390/s21237916
1034,open_access/34938571,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1049/htl2.12018,34938571,10.1049/htl2.12018
1039,open_access/34842542,https://doi.org/10.2196/32900,34842542,10.2196/32900
1041,open_access/34944587,https://www.mdpi.com/2227-9059/9/12/1771/pdf,34944587,10.3390/biomedicines9121771
1045,open_access/34837083,https://doi.org/10.1101/2020.05.12.091934,34837083,10.1038/s41588-021-00962-4
1046,open_access/34883878,https://www.mdpi.com/1424-8220/21/23/7877/pdf,34883878,10.3390/s21237877
1049,open_access/34883868,https://www.mdpi.com/1424-8220/21/23/7864/pdf,34883868,10.3390/s21237864
1057,open_access/34943824,https://www.mdpi.com/2073-4409/10/12/3318/pdf,34943824,10.3390/cells10123318
1059,open_access/34943443,https://www.mdpi.com/2075-4418/11/12/2208/pdf,34943443,10.3390/diagnostics11122208
1061,open_access/34943444,https://www.mdpi.com/2075-4418/11/12/2209/pdf,34943444,10.3390/diagnostics11122209
1062,open_access/34943449,https://www.mdpi.com/2075-4418/11/12/2212/pdf,34943449,10.3390/diagnostics11122212
1070,open_access/34883850,https://www.mdpi.com/1424-8220/21/23/7851/pdf,34883850,10.3390/s21237851
1072,open_access/34626168,https://doi.org/10.2196/26456,34626168,10.2196/26456
1074,open_access/34943436,https://www.mdpi.com/2075-4418/11/12/2200/pdf,34943436,10.3390/diagnostics11122200
1076,open_access/34943434,https://www.mdpi.com/2075-4418/11/12/2197/pdf,34943434,10.3390/diagnostics11122197
1080,open_access/34946357,https://www.mdpi.com/2227-9032/9/12/1632/pdf,34946357,10.3390/healthcare9121632
1092,open_access/34821396,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/lary.29960,34821396,10.1002/lary.29960
1111,open_access/34885026,https://www.mdpi.com/2072-6694/13/23/5916/pdf,34885026,10.3390/cancers13235916
1112,open_access/34942856,https://www.mdpi.com/2076-3425/11/12/1555/pdf,34942856,10.3390/brainsci11121555
1118,open_access/34883817,https://www.mdpi.com/1424-8220/21/23/7815/pdf,34883817,10.3390/s21237815
1119,open_access/34945720,https://www.mdpi.com/2075-4426/11/12/1248/pdf,34945720,10.3390/jpm11121248
1121,open_access/35003867,https://doi.org/10.1364/boe.441932,35003867,10.1364/BOE.441932
1125,open_access/35146435,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8823679,35146435,10.1148/ryai.210085
1130,open_access/35173809,https://journals.sagepub.com/doi/pdf/10.1177/17562864211060029,35173809,10.1177/17562864211060029
1134,open_access/34938819,https://journals.sagepub.com/doi/pdf/10.1177/23259671211046916,34938819,10.1177/23259671211046916
1139,open_access/34943424,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8700488,34943424,10.3390/diagnostics11122184
1144,open_access/34886080,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8656573,34886080,10.3390/ijerph182312355
1145,open_access/34698394,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/path.5819,34698394,10.1002/path.5819
1148,open_access/34818691,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/iwj.13723,34818691,10.1111/iwj.13723
1154,open_access/34819630,https://www.nature.com/articles/s41374-021-00689-0.pdf,34819630,10.1038/s41374-021-00689-0
1160,open_access/34812577,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1759-7714.14246,34812577,10.1111/1759-7714.14246
1161,open_access/34888391,https://journals.sagepub.com/doi/pdf/10.1177/23259671211053326,34888391,10.1177/23259671211053326
1167,open_access/34114357,https://doi.org/10.1101/2020.06.23.20138552,34114357,10.1002/art.41899
1171,open_access/34884171,https://www.mdpi.com/2077-0383/10/23/5470/pdf,34884171,10.3390/jcm10235470
1172,open_access/34816632,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ehf2.13724,34816632,10.1002/ehf2.13724
1173,open_access/34729829,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/add.15730,34729829,10.1111/add.15730
1175,open_access/34883786,https://www.mdpi.com/1424-8220/21/23/7782/pdf,34883786,10.3390/s21237782
1176,open_access/34748660,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/mp.15327,34748660,10.1002/mp.15327
1184,open_access/34884192,https://www.mdpi.com/2077-0383/10/23/5481/pdf,34884192,10.3390/jcm10235481
1187,open_access/34811957,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cam4.4441,34811957,10.1002/cam4.4441
1188,open_access/34868489,https://www.tandfonline.com/doi/pdf/10.1080/20018525.2021.2004664?needAccess=true,34868489,10.1080/20018525.2021.2004664
1193,open_access/34883800,https://www.mdpi.com/1424-8220/21/23/7784/pdf,34883800,10.3390/s21237784
1196,open_access/35003865,https://doi.org/10.1364/boe.441590,35003865,10.1364/BOE.441590
1200,open_access/34741788,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/apm.13190,34741788,10.1111/apm.13190
1202,open_access/34811809,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8761468,34811809,10.1002/jcla.24122
1222,open_access/34807501,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/acm2.13470,34807501,10.1002/acm2.13470
1223,open_access/34830732,https://www.mdpi.com/2077-0383/10/22/5450/pdf,34830732,10.3390/jcm10225450
1226,open_access/34833156,https://www.mdpi.com/2075-1729/11/11/1281/pdf,34833156,10.3390/life11111281
1229,open_access/34811930,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aur.2636,34811930,10.1002/aur.2636
1230,open_access/34811383,https://doi.org/10.1038/s41598-021-01913-z,34811383,10.1038/s41598-021-01913-z
1239,open_access/34833827,https://www.mdpi.com/1424-8220/21/22/7751/pdf,34833827,10.3390/s21227751
1248,open_access/34800337,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/epi.17127,34800337,10.1111/epi.17127
1250,open_access/34829497,https://www.mdpi.com/2075-4418/11/11/2150/pdf,34829497,10.3390/diagnostics11112150
1254,open_access/34831960,https://www.mdpi.com/1660-4601/18/22/12191/pdf,34831960,10.3390/ijerph182212191
1258,open_access/34828641,https://www.mdpi.com/2227-9032/9/11/1596/pdf,34828641,10.3390/healthcare9111596
1264,open_access/35003863,https://doi.org/10.1364/boe.444535,35003863,10.1364/BOE.444535
1265,open_access/34797422,https://doi.org/10.1007/s00401-021-02386-0,34797422,10.1007/s00401-021-02386-0
1266,open_access/34899079,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8646664,34899079,10.1002/cpe.6725
1269,open_access/34833779,https://www.mdpi.com/1424-8220/21/22/7709/pdf,34833779,10.3390/s21227709
1276,open_access/34829494,https://www.mdpi.com/2075-4418/11/11/2147/pdf,34829494,10.3390/diagnostics11112147
1279,open_access/34806994,https://doi.org/10.2196/29554,34806994,10.2196/29554
1283,open_access/34797711,https://www.science.org/doi/pdf/10.1126/sciadv.abj0852?download=true,34797711,10.1126/sciadv.abj0852
1284,open_access/34833780,https://www.mdpi.com/1424-8220/21/22/7710/pdf,34833780,10.3390/s21227710
1285,open_access/34830682,https://www.mdpi.com/2077-0383/10/22/5400/pdf,34830682,10.3390/jcm10225400
1290,open_access/34901426,https://doi.org/10.7717/peerj-cs.764,34901426,10.7717/peerj-cs.764
1291,open_access/34806993,https://doi.org/10.2196/27674,34806993,10.2196/27674
1301,open_access/34830681,https://www.mdpi.com/2077-0383/10/22/5399/pdf,34830681,10.3390/jcm10225399
1303,open_access/34806984,https://doi.org/10.2196/30079,34806984,10.2196/30079
1306,open_access/34831930,https://www.mdpi.com/1660-4601/18/22/12175/pdf,34831930,10.3390/ijerph182212175
1308,open_access/34792857,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/cns.13758,34792857,10.1111/cns.13758
1315,open_access/34830948,https://www.mdpi.com/2072-6694/13/22/5787/pdf,34830948,10.3390/cancers13225787
1317,open_access/34828625,https://www.mdpi.com/2227-9032/9/11/1579/pdf,34828625,10.3390/healthcare9111579
1329,open_access/34796544,https://doi.org/10.22541/au.162543781.10809447/v1,34796544,10.1111/jocs.16076
1333,open_access/34792476,https://doi.org/10.2196/30066,34792476,10.2196/30066
1334,open_access/34903005,https://doi.org/10.3934/mbe.2022028,34903005,10.3934/mbe.2022028
1341,open_access/34829478,https://www.mdpi.com/2075-4418/11/11/2131/pdf,34829478,10.3390/diagnostics11112131
1347,open_access/34867726,https://doi.org/10.3389/fneur.2021.745475,34867726,10.3389/fneur.2021.745475
1352,open_access/34716589,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ijc.33860,34716589,10.1002/ijc.33860
1355,open_access/34830910,https://www.mdpi.com/2072-6694/13/22/5761/pdf,34830910,10.3390/cancers13225761
1360,open_access/34869020,https://doi.org/10.3389/fonc.2021.774248,34869020,10.3389/fonc.2021.774248
1362,open_access/34787462,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8597645,34787462,10.1128/Spectrum.00802-21
1364,open_access/34829480,https://www.mdpi.com/2075-4418/11/11/2133/pdf,34829480,10.3390/diagnostics11112133
1367,open_access/34788156,https://doi.org/10.1101/2021.02.24.21250962,34788156,10.1152/jn.00220.2021
1371,open_access/34833710,https://www.mdpi.com/1424-8220/21/22/7634/pdf,34833710,10.3390/s21227634
1374,open_access/34833704,https://www.mdpi.com/1424-8220/21/22/7628/pdf,34833704,10.3390/s21227628
1376,open_access/34833679,https://www.mdpi.com/1424-8220/21/22/7602/pdf,34833679,10.3390/s21227602
1378,open_access/34834566,https://www.mdpi.com/2075-4426/11/11/1213/pdf,34834566,10.3390/jpm11111213
1380,open_access/34828220,https://www.mdpi.com/1099-4300/23/11/1522/pdf,34828220,10.3390/e23111522
1391,open_access/34830891,https://www.mdpi.com/2072-6694/13/22/5731/pdf,34830891,10.3390/cancers13225731
1392,open_access/34786761,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/his.14571,34786761,10.1111/his.14571
1399,open_access/34783559,https://pubs.acs.org/doi/pdf/10.1021/acs.jproteome.1c00525,34783559,10.1021/acs.jproteome.1c00525
1400,open_access/34869405,https://doi.org/10.3389/fmed.2021.694520,34869405,10.3389/fmed.2021.694520
1402,open_access/34831773,https://www.mdpi.com/1660-4601/18/22/12013/pdf,34831773,10.3390/ijerph182212013
1405,open_access/34830608,https://www.mdpi.com/2077-0383/10/22/5326/pdf,34830608,10.3390/jcm10225326
1410,open_access/34830612,https://www.mdpi.com/2077-0383/10/22/5330/pdf,34830612,10.3390/jcm10225330
1414,open_access/34725829,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/mp.15333,34725829,10.1002/mp.15333
1415,open_access/34867218,https://doi.org/10.3389/fnsys.2021.716897,34867218,10.3389/fnsys.2021.716897
1421,open_access/34869272,https://doi.org/10.3389/fbioe.2021.761548,34869272,10.3389/fbioe.2021.761548
1423,open_access/34833658,https://www.mdpi.com/1424-8220/21/22/7584/pdf,34833658,10.3390/s21227584
1426,open_access/34827181,https://www.mdpi.com/2079-7737/10/11/1185/pdf,34827181,10.3390/biology10111185
1431,open_access/34829467,https://www.mdpi.com/2075-4418/11/11/2119/pdf,34829467,10.3390/diagnostics11112119
1435,open_access/34833650,https://www.mdpi.com/1424-8220/21/22/7574/pdf,34833650,10.3390/s21227574
1438,open_access/34829456,https://www.mdpi.com/2075-4418/11/11/2109/pdf,34829456,10.3390/diagnostics11112109
1441,open_access/34902994,https://doi.org/10.3934/mbe.2022017,34902994,10.3934/mbe.2022017
1452,open_access/34821669,https://www.mdpi.com/2079-6374/11/11/453/pdf,34821669,10.3390/bios11110453
1461,open_access/34829448,https://www.mdpi.com/2075-4418/11/11/2102/pdf,34829448,10.3390/diagnostics11112102
1463,open_access/34827167,https://www.mdpi.com/2079-7737/10/11/1174/pdf,34827167,10.3390/biology10111174
1468,open_access/34833628,https://www.mdpi.com/1424-8220/21/22/7553/pdf,34833628,10.3390/s21227553
1469,open_access/34829450,https://www.mdpi.com/2075-4418/11/11/2103/pdf,34829450,10.3390/diagnostics11112103
1471,open_access/35005444,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jsp2.1178,35005444,10.1002/jsp2.1178
1481,open_access/34833616,https://www.mdpi.com/1424-8220/21/22/7540/pdf,34833616,10.3390/s21227540
1482,open_access/34833586,https://www.mdpi.com/1424-8220/21/22/7510/pdf,34833586,10.3390/s21227510
1484,open_access/34829438,https://www.mdpi.com/2075-4418/11/11/2091/pdf,34829438,10.3390/diagnostics11112091
1488,open_access/34841147,https://pubs.acs.org/doi/pdf/10.1021/acsomega.1c04204,34841147,10.1021/acsomega.1c04204
1491,open_access/34833597,https://www.mdpi.com/1424-8220/21/22/7521/pdf,34833597,10.3390/s21227521
1492,open_access/34833602,https://www.mdpi.com/1424-8220/21/22/7528/pdf,34833602,10.3390/s21227528
