,url
83,https://doi.org/10.1016/j.jval.2021.11.1360
84,https://doi.org/10.1016/j.jad.2021.12.065
85,https://doi.org/10.1080/03007995.2021.2015156
86,https://doi.org/10.1093/ije/dyab236
87,https://doi.org/10.1097/RLI.0000000000000842
88,https://doi.org/10.1016/j.compbiomed.2021.105162
89,https://doi.org/10.3233/XST-211063
90,https://doi.org/10.1017/S1047951121004959
91,https://doi.org/10.1177/09544119211060989
92,https://doi.org/10.1016/j.jdent.2021.103937
93,https://doi.org/10.1016/j.cmpb.2021.106592
94,https://doi.org/10.1109/TBME.2021.3136753
95,https://doi.org/10.1021/acs.analchem.1c04000
96,https://doi.org/10.1111/1747-0080.12718
97,https://doi.org/10.1016/j.gie.2021.12.003
98,https://doi.org/10.1016/j.ultrasmedbio.2021.11.003
99,https://doi.org/10.1016/j.compbiomed.2021.105157
100,https://doi.org/10.1016/j.bpsc.2021.12.003
101,https://doi.org/10.1016/j.pdpdt.2021.102689
102,https://doi.org/10.1016/j.jcct.2021.12.005
103,https://doi.org/10.1016/j.bja.2021.10.052
104,https://doi.org/10.1016/j.compbiomed.2021.105139
105,https://doi.org/10.1097/IAE.0000000000003385
106,https://doi.org/10.1080/0284186X.2021.2013530
107,https://doi.org/10.1016/j.nut.2021.111571
108,https://doi.org/10.1016/j.cmpb.2021.106589
109,https://doi.org/10.1177/02841851211060437
110,https://doi.org/10.1177/00302228211060596
111,https://doi.org/10.1016/j.compbiomed.2021.105146
112,https://doi.org/10.1002/jmri.28033
113,https://doi.org/10.1161/CIRCULATIONAHA.121.054285
114,https://doi.org/10.1016/j.compbiomed.2021.105143
115,https://doi.org/10.1136/bjophthalmol-2021-319309
116,https://doi.org/10.1016/j.media.2021.102333
117,https://doi.org/10.1016/j.cmpb.2021.106587
118,https://doi.org/10.1016/j.acra.2021.11.013
119,https://doi.org/10.1161/CIRCHEARTFAILURE.120.008176
120,https://doi.org/10.1016/j.cmpb.2021.106590
121,https://doi.org/10.1016/j.compbiomed.2021.105147
122,https://doi.org/10.1007/s00261-021-03375-3
123,https://doi.org/10.1002/mp.15390
124,https://doi.org/10.1097/BRS.0000000000004307
125,https://doi.org/10.1093/pm/pnab342
126,https://doi.org/10.1259/bjr.20210915
127,https://doi.org/10.1002/jemt.24008
128,https://doi.org/10.1007/s10278-021-00519-1
129,https://doi.org/10.1259/bjr.20210438
130,https://doi.org/10.1109/JBHI.2021.3135534
131,https://doi.org/10.1016/j.arthro.2021.12.012
132,https://doi.org/10.1016/j.jpsychores.2021.110703
133,https://doi.org/10.1016/j.amjoto.2021.103327
134,https://doi.org/10.1016/j.gie.2021.11.049
135,https://doi.org/10.1016/j.ijom.2021.11.017
136,https://doi.org/10.1016/j.saa.2021.120684
137,https://doi.org/10.1148/radiol.211590
138,https://doi.org/10.1016/j.euf.2021.11.009
139,https://doi.org/10.1148/radiol.211528
140,https://doi.org/10.1177/15353702211065010
141,https://doi.org/10.1080/17434440.2022.2014319
142,https://doi.org/10.1161/CIRCINTERVENTIONS.121.010863
143,https://doi.org/10.1088/1741-2552/ac37cc
144,https://doi.org/10.1002/mp.15393
145,https://doi.org/10.1136/bmjopen-2021-053352
146,https://doi.org/10.1159/000520445
147,https://doi.org/10.1002/jbmr.4477
148,https://doi.org/10.1016/j.crad.2021.11.008
149,https://doi.org/10.1016/j.jsr.2021.12.001
150,https://doi.org/10.1111/ipd.12946
151,https://doi.org/10.1002/mp.15392
152,https://doi.org/10.1016/j.compbiomed.2021.105131
153,https://doi.org/10.1007/s11548-021-02542-7
154,https://doi.org/10.1016/j.brat.2021.104013
155,https://doi.org/10.1016/j.clinimag.2021.12.004
156,https://doi.org/10.1002/gps.5667
157,https://doi.org/10.1007/s11548-021-02515-w
158,https://doi.org/10.1177/00031348211063549
159,https://doi.org/10.1177/15500594211063662
160,https://doi.org/10.1016/j.exer.2021.108851
161,https://doi.org/10.1016/j.jss.2021.10.016
162,https://doi.org/10.1093/cercor/bhab419
163,https://doi.org/10.1016/j.jstrokecerebrovasdis.2021.106234
164,https://doi.org/10.1016/j.ijcard.2021.12.012
165,https://doi.org/10.3389/fmicb.2021.772736
166,https://doi.org/10.1016/j.jneumeth.2021.109426
167,https://doi.org/10.1002/jum.15914
168,https://doi.org/10.1109/TMI.2021.3134270
169,https://doi.org/10.1089/cmb.2021.0236
170,https://doi.org/10.1016/j.ijmedinf.2021.104661
171,https://doi.org/10.1093/ntr/ntab257
172,https://doi.org/10.1109/TBCAS.2021.3113613
173,https://doi.org/10.1002/jmri.28025
174,https://doi.org/10.1183/13993003.01674-2021
175,https://doi.org/10.1109/TCBB.2021.3063284
176,https://doi.org/10.1016/j.athoracsur.2021.11.011
177,https://doi.org/10.1016/j.pdpdt.2021.102676
178,https://doi.org/10.1007/s11548-021-02505-y
179,https://doi.org/10.1109/TCBB.2020.3041527
180,https://doi.org/10.1016/j.acra.2021.10.027
181,https://doi.org/10.1109/TCBB.2020.2992605
182,https://doi.org/10.1002/mp.15371
183,https://doi.org/10.1016/j.parkreldis.2021.12.002
184,https://doi.org/10.1109/TCBB.2020.2989315
185,https://doi.org/10.1016/j.gie.2021.11.040
186,https://doi.org/10.1002/jbio.202100198
187,https://doi.org/10.1016/j.crad.2021.11.006
188,https://doi.org/10.1002/hep.32142
189,https://doi.org/10.1088/1361-6560/ac3c13
190,https://doi.org/10.1088/1361-6560/ac3d16
191,https://doi.org/10.1002/lary.29971
192,https://doi.org/10.1080/10255842.2021.2012655
193,https://doi.org/10.1002/mp.15328
194,https://doi.org/10.5664/jcsm.9798
195,https://doi.org/10.1002/jmri.28024
196,https://doi.org/10.1109/JBHI.2021.3133455
197,https://doi.org/10.2967/jnmt.121.263081
198,https://doi.org/10.1177/02841851211058934
199,https://doi.org/10.1002/mds.28866
200,https://doi.org/10.1161/STROKEAHA.121.036091
201,https://doi.org/10.1109/JBHI.2021.3067789
202,https://doi.org/10.1016/j.mbs.2021.108756
203,https://doi.org/10.1109/JBHI.2021.3101982
204,https://doi.org/10.1109/JBHI.2020.3047602
205,https://doi.org/10.1109/JBHI.2021.3076762
206,https://doi.org/10.1016/j.cca.2021.12.003
207,https://doi.org/10.1088/1361-6560/ac3c14
208,https://doi.org/10.1016/j.amjsurg.2021.11.037
209,https://doi.org/10.1016/j.artmed.2021.102230
210,https://doi.org/10.1088/1361-6560/ac34b2
211,https://doi.org/10.1109/TMI.2021.3132905
212,https://doi.org/10.1080/10255842.2021.2012656
213,https://doi.org/10.1016/j.compbiomed.2021.105124
214,https://doi.org/10.1016/j.cmpb.2021.106579
215,https://doi.org/10.1016/j.cmpb.2021.106576
216,https://doi.org/10.1016/j.cmpb.2021.106575
217,https://doi.org/10.1016/j.compbiomed.2021.105102
218,https://doi.org/10.1016/j.jbi.2021.103949
219,https://doi.org/10.1016/j.ejrad.2021.110095
220,https://doi.org/10.1016/j.acra.2021.10.026
221,https://doi.org/10.1016/j.compbiomed.2021.105120
222,https://doi.org/10.1111/1475-6773.13921
223,https://doi.org/10.1080/10255842.2021.1975682
224,https://doi.org/10.1002/jemt.23991
225,https://doi.org/10.1111/jocd.14653
226,https://doi.org/10.2215/CJN.07830621
227,https://doi.org/10.1177/0306624X211062139
228,https://doi.org/10.1016/j.kint.2021.11.014
229,https://doi.org/10.1016/j.jbi.2021.103969
230,https://doi.org/10.1016/j.neuroscience.2021.11.045
231,https://doi.org/10.1016/j.biosystems.2021.104585
232,https://doi.org/10.1109/TCBB.2021.3132292
233,https://doi.org/10.1088/1361-6560/ac3b66
234,https://doi.org/10.1002/smtd.202101220
235,https://doi.org/10.1002/pros.24272
236,https://doi.org/10.1007/s11517-021-02459-y
237,https://doi.org/10.1007/s00330-021-08370-2
238,https://doi.org/10.1007/s00246-021-02790-z
239,https://doi.org/10.1007/s10140-021-02000-6
240,https://doi.org/10.2217/fon-2021-1059
241,https://doi.org/10.1016/j.jns.2021.120079
242,https://doi.org/10.1192/bjp.2021.169
243,https://doi.org/10.1109/JBHI.2021.3132173
244,https://doi.org/10.1259/dmfr.20210383
245,https://doi.org/10.3174/ajnr.A7363
246,https://doi.org/10.1016/j.artmed.2021.102224
247,https://doi.org/10.1007/s00247-021-05240-3
248,https://doi.org/10.1177/09544119211055870
249,https://doi.org/10.1016/j.ijsu.2021.106183
250,https://doi.org/10.1684/epd.2021.1392
251,https://doi.org/10.1016/j.compbiomed.2021.105090
252,https://doi.org/10.1016/j.compbiomed.2021.105070
253,https://doi.org/10.1007/s00259-021-05626-3
254,https://doi.org/10.1016/j.cmpb.2021.106568
255,https://doi.org/10.1148/radiol.2021211270
256,https://doi.org/10.1016/j.compbiomed.2021.105096
257,https://doi.org/10.1109/TMI.2021.3084748
258,https://doi.org/10.1021/acs.analchem.1c03650
259,https://doi.org/10.1016/j.saa.2021.120676
260,https://doi.org/10.1109/TMI.2021.3097665
261,https://doi.org/10.1016/j.gim.2021.10.019
262,https://doi.org/10.1109/TMI.2021.3097319
263,https://doi.org/10.1109/TMI.2021.3093982
264,https://doi.org/10.1089/big.2020.0256
265,https://doi.org/10.4103/jehp.jehp_138_21
266,https://doi.org/10.1016/j.atherosclerosis.2021.11.028
267,https://doi.org/10.1259/dmfr.20210341
268,https://doi.org/10.1016/S2468-1253(21)00372-1
269,https://doi.org/10.1002/jor.25213
270,https://doi.org/10.1093/brain/awab425
271,https://doi.org/10.1017/S003329172100489X
272,https://doi.org/10.1007/s11548-021-02533-8
273,https://doi.org/10.1259/bjr.20210748
274,https://doi.org/10.1515/bmt-2021-0112
275,https://doi.org/10.1002/mp.15341
276,https://doi.org/10.1002/jmri.28008
277,https://doi.org/10.1002/mp.15332
278,https://doi.org/10.1016/j.jjcc.2021.11.006
279,https://doi.org/10.1016/j.ejrad.2021.110071
280,https://doi.org/10.1016/j.media.2021.102315
281,https://doi.org/10.1016/j.crad.2021.10.019
282,https://doi.org/10.1016/j.cmpb.2021.106554
283,https://doi.org/10.1007/s00330-021-08361-3
284,https://doi.org/10.1016/j.thromres.2021.11.020
285,https://doi.org/10.1016/j.jbiomech.2021.110878
286,https://doi.org/10.1016/j.resuscitation.2021.11.029
287,https://doi.org/10.1016/j.neuroscience.2021.11.034
288,https://doi.org/10.1088/1361-6560/ac3841
289,https://doi.org/10.23736/S0392-9590.21.04771-4
290,https://doi.org/10.1080/03091902.2021.1992519
291,https://doi.org/10.1109/JBHI.2021.3131103
292,https://doi.org/10.1016/j.drugalcdep.2021.109185
293,https://doi.org/10.1088/1741-2552/ac3315
294,https://doi.org/10.1016/j.compbiomed.2021.105039
295,https://doi.org/10.1007/s00330-021-08380-0
296,https://doi.org/10.1093/neuonc/noab272
297,https://doi.org/10.1038/s41416-021-01640-2
298,https://doi.org/10.1055/a-1706-6174
299,https://doi.org/10.1007/s00261-021-03350-y
300,https://doi.org/10.1007/s13246-021-01083-2
301,https://doi.org/10.1111/jgh.15725
302,https://doi.org/10.1016/j.eplepsyres.2021.106818
303,https://doi.org/10.1111/hepr.13729
304,https://doi.org/10.1002/jum.15889
305,https://doi.org/10.1016/j.jtcvs.2021.10.060
306,https://doi.org/10.1016/j.ejrad.2021.110068
307,https://doi.org/10.1016/j.compbiomed.2021.105055
308,https://doi.org/10.1111/epi.17059
309,https://doi.org/10.1002/nur.22199
310,https://doi.org/10.1016/j.ejrad.2021.110070
311,https://doi.org/10.1007/s00066-021-01874-2
312,https://doi.org/10.1109/TNNLS.2021.3127497
313,https://doi.org/10.1136/bjophthalmol-2021-320284
314,https://doi.org/10.1021/acsnano.1c06429
315,https://doi.org/10.1148/radiol.2021211483
316,https://doi.org/10.1109/TUFFC.2021.3098308
317,https://doi.org/10.1109/JBHI.2021.3129779
318,https://doi.org/10.1109/TBME.2021.3129459
319,https://doi.org/10.1002/ejhf.2375
320,https://doi.org/10.1016/j.jpainsymman.2021.11.006
321,https://doi.org/10.1016/j.jpsychires.2021.11.029
322,https://doi.org/10.1016/j.cmpb.2021.106548
323,https://doi.org/10.1016/j.media.2021.102307
324,https://doi.org/10.1016/j.compbiomed.2021.105056
325,https://doi.org/10.1016/j.neulet.2021.136358
326,https://doi.org/10.1016/j.ejrad.2021.110050
327,https://doi.org/10.1007/s10916-021-01782-z
328,https://doi.org/10.1016/j.compbiomed.2021.105058
329,https://doi.org/10.1007/s11517-021-02462-3
330,https://doi.org/10.1111/ene.15181
331,https://doi.org/10.1039/d1an01586a
332,https://doi.org/10.1007/s11282-021-00577-9
333,https://doi.org/10.1016/j.cmpb.2021.106532
334,https://doi.org/10.1007/s11548-021-02525-8
335,https://doi.org/10.1111/jcpt.13579
336,https://doi.org/10.1016/j.eplepsyres.2021.106815
337,https://doi.org/10.1016/j.compbiomed.2021.105032
338,https://doi.org/10.1016/j.pdpdt.2021.102647
339,https://doi.org/10.1007/s00330-021-08353-3
340,https://doi.org/10.1007/s00261-021-03343-x
341,https://doi.org/10.1016/j.jse.2021.10.032
342,https://doi.org/10.1016/j.amjcard.2021.10.028
343,https://doi.org/10.1016/j.jpsychores.2021.110681
344,https://doi.org/10.1016/j.jpedsurg.2021.11.008
345,https://doi.org/10.1016/j.ejon.2021.102066
346,https://doi.org/10.1016/j.tice.2021.101677
347,https://doi.org/10.1109/TBME.2021.3080259
348,https://doi.org/10.1016/j.cmpb.2021.106533
349,https://doi.org/10.1109/TBME.2021.3082152
350,https://doi.org/10.1007/s00109-021-02158-z
351,https://doi.org/10.1016/j.compbiomed.2021.105054
352,https://doi.org/10.1016/j.ejso.2021.11.120
353,https://doi.org/10.1016/j.mri.2021.11.005
354,https://doi.org/10.1016/j.diii.2021.10.007
355,https://doi.org/10.1016/j.clinimag.2021.11.013
356,https://doi.org/10.1002/mp.15275
357,https://doi.org/10.1109/TBME.2021.3077875
358,https://doi.org/10.1016/j.ijcard.2021.11.039
359,https://doi.org/10.1007/s13246-021-01080-5
360,https://doi.org/10.1002/jmri.27995
361,https://doi.org/10.1183/13993003.01344-2021
362,https://doi.org/10.1016/j.anndiagpath.2021.151869
363,https://doi.org/10.1016/j.ajodo.2021.09.012
364,https://doi.org/10.1109/TBME.2021.3129175
365,https://doi.org/10.1007/s12012-021-09708-4
366,https://doi.org/10.1016/j.radonc.2021.11.010
367,https://doi.org/10.1016/j.joca.2021.11.007
368,https://doi.org/10.1039/d1ay01377g
369,https://doi.org/10.1002/mp.15319
370,https://doi.org/10.1016/j.cmpb.2021.106525
371,https://doi.org/10.1016/j.compbiomed.2021.105028
372,https://doi.org/10.1016/j.jaip.2021.11.004
373,https://doi.org/10.3389/fnins.2021.777329
374,https://doi.org/10.1016/j.spinee.2021.11.005
375,https://doi.org/10.1016/j.jmir.2021.10.004
376,https://doi.org/10.1016/j.cmpb.2021.106542
377,https://doi.org/10.1109/TBME.2021.3126281
378,https://doi.org/10.1177/10556656211061021
379,https://doi.org/10.1016/j.psychres.2021.114294
380,https://doi.org/10.1002/mp.15312
381,https://doi.org/10.1080/0284186X.2021.1994645
382,https://doi.org/10.1177/21501351211051227
383,https://doi.org/10.1016/j.ejrad.2021.110034
384,https://doi.org/10.1016/j.artmed.2021.102209
385,https://doi.org/10.1148/radiol.2021211027
386,https://doi.org/10.1016/j.ogla.2021.11.003
387,https://doi.org/10.1007/s10120-021-01261-x
388,https://doi.org/10.1016/j.cmpb.2021.106535
389,https://doi.org/10.1007/s00520-021-06657-0
390,https://doi.org/10.1016/j.clineuro.2021.107037
391,https://doi.org/10.1007/s11548-021-02485-z
392,https://doi.org/10.1109/JBHI.2021.3128383
393,https://doi.org/10.1089/big.2021.0187
394,https://doi.org/10.1177/03635465211054506
395,https://doi.org/10.1038/s41374-021-00692-5
396,https://doi.org/10.1016/j.jhep.2021.11.011
397,https://doi.org/10.1142/S0129065721500519
398,https://doi.org/10.1016/j.wneu.2021.11.040
399,https://doi.org/10.1002/pros.24266
400,https://doi.org/10.1111/ene.15166
401,https://doi.org/10.1016/j.ygyno.2021.11.007
402,https://doi.org/10.1016/j.artmed.2021.102213
403,https://doi.org/10.1002/jhbp.1080
404,https://doi.org/10.1016/j.compbiomed.2021.105027
405,https://doi.org/10.1016/j.cmpb.2021.106530
406,https://doi.org/10.1016/j.ijmedinf.2021.104635
407,https://doi.org/10.1177/15500594211060830
408,https://doi.org/10.1007/s00345-021-03879-z
409,https://doi.org/10.1016/j.compbiomed.2021.105033
410,https://doi.org/10.1007/s00417-021-05455-y
411,https://doi.org/10.1016/j.compbiomed.2021.105031
412,https://doi.org/10.1007/s00256-021-03948-9
413,https://doi.org/10.1002/mp.15321
414,https://doi.org/10.1016/j.cortex.2021.10.010
415,https://doi.org/10.1002/jmri.27992
416,https://doi.org/10.1016/j.jdent.2021.103891
417,https://doi.org/10.1016/j.ajo.2021.11.008
418,https://doi.org/10.1016/j.humov.2021.102891
419,https://doi.org/10.1016/j.ijcard.2021.11.005
420,https://doi.org/10.1200/JCO.21.01337
421,https://doi.org/10.1016/j.ijrobp.2021.11.007
422,https://doi.org/10.1007/s10067-021-05960-9
423,https://doi.org/10.1016/j.cmpb.2021.106483
424,https://doi.org/10.1016/j.ijrobp.2021.11.009
425,https://doi.org/10.1016/j.ijrobp.2021.11.006
426,https://doi.org/10.1007/s12021-021-09548-1
427,https://doi.org/10.1002/nbm.4647
428,https://doi.org/10.1007/s00167-021-06794-3
429,https://doi.org/10.1093/bioinformatics/btab772
430,https://doi.org/10.1088/1361-6560/ac3345
431,https://doi.org/10.1007/s00261-021-03309-z
432,https://doi.org/10.1097/ANA.0000000000000819
433,https://doi.org/10.1016/j.tube.2021.102143
434,https://doi.org/10.1016/j.clnu.2021.11.006
435,https://doi.org/10.1016/j.ajpath.2021.10.012
436,https://doi.org/10.1177/08850666211053796
437,https://doi.org/10.1007/s00330-021-08344-4
438,https://doi.org/10.1016/j.compbiomed.2021.104774
439,https://doi.org/10.1002/alz.12491
440,https://doi.org/10.1016/j.compbiomed.2021.105021
441,https://doi.org/10.1007/s00234-021-02851-3
442,https://doi.org/10.1002/jum.15869
443,https://doi.org/10.1177/19417381211056078
444,https://doi.org/10.1088/1361-6560/ac2b80
445,https://doi.org/10.1002/jum.15873
446,https://doi.org/10.1007/s10549-021-06443-w
447,https://doi.org/10.1016/j.ajem.2021.11.001
448,https://doi.org/10.1016/j.addbeh.2021.107175
449,https://doi.org/10.1109/TCYB.2021.3123173
450,https://doi.org/10.1080/17538157.2021.1990300
451,https://doi.org/10.1111/den.14185
452,https://doi.org/10.1007/s00256-021-03939-w
453,https://doi.org/10.1007/s13246-021-01071-6
454,https://doi.org/10.1109/TCYB.2021.3122969
455,https://doi.org/10.1007/s13246-021-01073-4
456,https://doi.org/10.1111/jnu.12736
457,https://doi.org/10.1007/s13534-021-00209-5
458,https://doi.org/10.1002/mp.15307
459,https://doi.org/10.1016/j.crad.2021.09.010
460,https://doi.org/10.1002/jum.15868
461,https://doi.org/10.1007/s12975-021-00963-9
462,https://doi.org/10.1002/jmri.27984
463,https://doi.org/10.1016/j.crad.2021.10.009
464,https://doi.org/10.1016/j.jcmg.2021.08.015
465,https://doi.org/10.1016/j.cmpb.2021.106509
466,https://doi.org/10.1016/j.cmpb.2021.106503
467,https://doi.org/10.1016/j.ijmedinf.2021.104638
468,https://doi.org/10.1016/j.ejrad.2021.110018
469,https://doi.org/10.1016/j.radonc.2021.10.022
470,https://doi.org/10.1109/JBHI.2021.3085318
471,https://doi.org/10.1089/lap.2021.0318
472,https://doi.org/10.1109/JBHI.2021.3117238
473,https://doi.org/10.1109/JBHI.2021.3098428
474,https://doi.org/10.1002/nbm.4642
475,https://doi.org/10.1016/j.jpainsymman.2021.10.014
476,https://doi.org/10.1037/xge0001133
477,https://doi.org/10.1007/s00417-021-05475-8
478,https://doi.org/10.1016/j.compbiomed.2021.105001
479,https://doi.org/10.1080/03091902.2021.1992520
480,https://doi.org/10.1111/bjh.17933
481,https://doi.org/10.1016/j.compbiomed.2021.105011
482,https://doi.org/10.1016/j.media.2021.102217
483,https://doi.org/10.1007/s10278-021-00530-6
484,https://doi.org/10.1007/s13577-021-00641-w
485,https://doi.org/10.1080/13645706.2021.1980402
486,https://doi.org/10.1097/AUD.0000000000001151
487,https://doi.org/10.1007/s00431-021-04298-3
488,https://doi.org/10.2217/fon-2021-0767
489,https://doi.org/10.1007/s11739-021-02873-y
490,https://doi.org/10.1016/j.pnpbp.2021.110471
491,https://doi.org/10.1016/j.media.2021.102293
492,https://doi.org/10.1080/10255842.2021.1985476
493,https://doi.org/10.1007/s12539-021-00472-1
494,https://doi.org/10.1088/1361-6560/ac30a1
495,https://doi.org/10.1016/j.compbiomed.2021.105012
496,https://doi.org/10.1016/j.arth.2021.10.017
497,https://doi.org/10.1177/15459683211054178
498,https://doi.org/10.1016/j.compbiomed.2021.105000
499,https://doi.org/10.1001/jamanetworkopen.2021.32554
500,https://doi.org/10.1177/00220345211040459
501,https://doi.org/10.1016/j.hpb.2021.10.004
502,https://doi.org/10.1111/bcpt.13674
503,https://doi.org/10.1016/j.ejrad.2021.110015
504,https://doi.org/10.1016/j.medengphy.2021.10.012
505,https://doi.org/10.1016/j.jss.2021.09.017
506,https://doi.org/10.1002/mp.15290
507,https://doi.org/10.1021/acs.analchem.1c03957
508,https://doi.org/10.1016/j.psychres.2021.114261
509,https://doi.org/10.1515/cclm-2021-0873
510,https://doi.org/10.1038/s41587-021-01070-8
511,https://doi.org/10.1016/j.media.2021.102294
512,https://doi.org/10.1016/j.psychres.2021.114258
513,https://doi.org/10.1002/mrm.29057
514,https://doi.org/10.1142/S0129065721500581
515,https://doi.org/10.1007/s00167-021-06778-3
516,https://doi.org/10.1016/j.jelectrocard.2021.10.009
517,https://doi.org/10.1007/s11517-021-02461-4
518,https://doi.org/10.1007/s12149-021-01688-3
519,https://doi.org/10.1007/s00586-021-07036-3
520,https://doi.org/10.1016/j.jid.2021.09.034
521,https://doi.org/10.1111/den.14179
522,https://doi.org/10.1016/j.ejrad.2021.110012
523,https://doi.org/10.1002/uog.24805
524,https://doi.org/10.1016/j.jcpo.2021.100312
525,https://doi.org/10.1088/1361-6579/ac2a8f
526,https://doi.org/10.1016/j.neulet.2021.136312
527,https://doi.org/10.1088/2057-1976/ac3055
528,https://doi.org/10.1016/j.compbiomed.2021.104960
529,https://doi.org/10.1016/j.media.2021.102267
530,https://doi.org/10.1002/mp.15285
531,https://doi.org/10.1016/j.urology.2021.09.027
532,https://doi.org/10.1109/JBHI.2021.3123657
533,https://doi.org/10.1016/j.cmpb.2021.106498
534,https://doi.org/10.1016/j.drugalcdep.2021.109143
535,https://doi.org/10.1088/1361-6579/ac27b9
536,https://doi.org/10.1002/jum.15860
537,https://doi.org/10.1159/000519125
538,https://doi.org/10.1016/j.anl.2021.10.003
539,https://doi.org/10.1002/mp.15302
540,https://doi.org/10.1111/nmo.14290
541,https://doi.org/10.1016/j.compbiomed.2021.104985
542,https://doi.org/10.1080/02770903.2021.1996598
543,https://doi.org/10.1007/s00261-021-03285-4
544,https://doi.org/10.1111/ijlh.13745
545,https://doi.org/10.1016/j.cmpb.2021.106501
546,https://doi.org/10.1016/j.jad.2021.10.081
547,https://doi.org/10.1016/j.jid.2021.10.011
548,https://doi.org/10.1002/mrm.29054
549,https://doi.org/10.1002/mp.15293
550,https://doi.org/10.1016/j.compbiomed.2021.104989
551,https://doi.org/10.1109/JBHI.2021.3123353
552,https://doi.org/10.1016/j.mri.2021.10.012
553,https://doi.org/10.1016/j.compbiomed.2021.104961
554,https://doi.org/10.1080/10903127.2021.1981505
555,https://doi.org/10.1016/j.chest.2021.10.023
556,https://doi.org/10.1109/TNNLS.2021.3114747
