,url,link,download
37,https://doi.org/10.1111/acps.13388,https://doi.org/10.1111/acps.13388,
38,https://doi.org/10.1111/cas.15217,https://doi.org/10.1111/cas.15217,
39,https://doi.org/10.1002/acr.24834,https://doi.org/10.1002/acr.24834,
40,https://doi.org/10.1177/21514593211062277,https://doi.org/10.1177/21514593211062277,
41,https://doi.org/10.1089/heq.2021.0079,https://doi.org/10.1089/heq.2021.0079,
42,https://doi.org/10.7717/peerj-cs.806,https://doi.org/10.7717/peerj-cs.806,
43,https://doi.org/10.1080/17538157.2021.2007930,https://doi.org/10.1080/17538157.2021.2007930,
44,https://doi.org/10.1080/10543406.2021.2009500,https://doi.org/10.1080/10543406.2021.2009500,
45,https://doi.org/10.1093/mr/roab124,https://doi.org/10.1093/mr/roab124,
46,https://doi.org/10.1111/1753-0407.13241,https://doi.org/10.1111/1753-0407.13241,
47,https://doi.org/10.1002/psp4.12740,https://doi.org/10.1002/psp4.12740,
48,https://doi.org/10.1109/TNSRE.2021.3129467,https://doi.org/10.1109/TNSRE.2021.3129467,
49,https://doi.org/10.1093/braincomms/fcab284,https://doi.org/10.1093/braincomms/fcab284,
50,https://doi.org/10.1177/1759720X211059614,https://doi.org/10.1177/1759720X211059614,
51,https://doi.org/10.1002/mp.15361,https://doi.org/10.1002/mp.15361,
52,https://doi.org/10.2196/25022,https://doi.org/10.2196/25022,
53,https://doi.org/10.3390/s21248174,https://doi.org/10.3390/s21248174,
54,https://doi.org/10.2196/29563,https://doi.org/10.2196/29563,
55,https://doi.org/10.3390/healthcare9121695,https://doi.org/10.3390/healthcare9121695,
56,https://doi.org/10.1155/2021/1336762,https://doi.org/10.1155/2021/1336762,
57,https://doi.org/10.3390/cancers13236138,https://doi.org/10.3390/cancers13236138,
58,https://doi.org/10.3390/s21238157,https://doi.org/10.3390/s21238157,
59,https://doi.org/10.1155/2021/8668978,https://doi.org/10.1155/2021/8668978,
60,https://doi.org/10.3390/healthcare9121687,https://doi.org/10.3390/healthcare9121687,
61,https://doi.org/10.3390/s21238142,https://doi.org/10.3390/s21238142,
62,https://doi.org/10.3390/bios11120499,https://doi.org/10.3390/bios11120499,
63,https://doi.org/10.3390/s21238131,https://doi.org/10.3390/s21238131,
64,https://doi.org/10.1002/path.5828,https://doi.org/10.1002/path.5828,
65,https://doi.org/10.3390/cancers13236113,https://doi.org/10.3390/cancers13236113,
66,https://doi.org/10.2196/32949,https://doi.org/10.2196/32949,
67,https://doi.org/10.3390/ijerph182312807,https://doi.org/10.3390/ijerph182312807,
68,https://doi.org/10.3390/ijerph182312806,https://doi.org/10.3390/ijerph182312806,
69,https://doi.org/10.3390/s21238118,https://doi.org/10.3390/s21238118,
70,https://doi.org/10.1016/j.procs.2021.10.081,https://doi.org/10.1016/j.procs.2021.10.081,
71,https://doi.org/10.1080/00325481.2021.2003150,https://doi.org/10.1080/00325481.2021.2003150,
72,https://doi.org/10.3390/s21238091,https://doi.org/10.3390/s21238091,
73,https://doi.org/10.3390/diagnostics11122264,https://doi.org/10.3390/diagnostics11122264,
74,https://doi.org/10.3390/jpm11121288,https://doi.org/10.3390/jpm11121288,
75,https://doi.org/10.3390/ijerph182312772,https://doi.org/10.3390/ijerph182312772,
76,https://doi.org/10.3390/diagnostics11122267,https://doi.org/10.3390/diagnostics11122267,
77,https://doi.org/10.3934/mbe.2022060,https://doi.org/10.3934/mbe.2022060,
78,https://doi.org/10.3390/s21238095,https://doi.org/10.3390/s21238095,
79,https://doi.org/10.3390/s21238099,https://doi.org/10.3390/s21238099,
80,https://doi.org/10.1002/cam4.4465,https://doi.org/10.1002/cam4.4465,
81,https://doi.org/10.2196/23440,https://doi.org/10.2196/23440,
82,https://doi.org/10.2196/22798,https://doi.org/10.2196/22798,
83,https://doi.org/10.3390/jcm10235688,https://doi.org/10.3390/jcm10235688,
84,https://doi.org/10.3390/diagnostics11122257,https://doi.org/10.3390/diagnostics11122257,
85,https://doi.org/10.3390/vetsci8120301,https://doi.org/10.3390/vetsci8120301,
86,https://doi.org/10.2196/27024,https://doi.org/10.2196/27024,
87,https://doi.org/10.3390/genes12121946,https://doi.org/10.3390/genes12121946,
88,https://doi.org/10.2196/30304,https://doi.org/10.2196/30304,
89,https://doi.org/10.3390/s21238025,https://doi.org/10.3390/s21238025,
90,https://doi.org/10.3390/cancers13236054,https://doi.org/10.3390/cancers13236054,
91,https://doi.org/10.3390/dj9120141,https://doi.org/10.3390/dj9120141,
92,https://doi.org/10.3390/cancers13236065,https://doi.org/10.3390/cancers13236065,
93,https://doi.org/10.1111/aos.15071,https://doi.org/10.1111/aos.15071,
94,https://doi.org/10.3390/jimaging7120258,https://doi.org/10.3390/jimaging7120258,
95,https://doi.org/10.1002/mp.15362,https://doi.org/10.1002/mp.15362,
96,https://doi.org/10.1158/0008-5472.CAN-21-2843,https://doi.org/10.1158/0008-5472.CAN-21-2843,
97,https://doi.org/10.1148/ryai.210026,https://doi.org/10.1148/ryai.210026,
98,https://doi.org/10.3390/jpm11121268,https://doi.org/10.3390/jpm11121268,
99,https://doi.org/10.3390/cancers13236048,https://doi.org/10.3390/cancers13236048,
100,https://doi.org/10.3390/jpm11121271,https://doi.org/10.3390/jpm11121271,
101,https://doi.org/10.1088/1741-2552/ac387f,https://doi.org/10.1088/1741-2552/ac387f,
102,https://doi.org/10.1177/0271678X211063802,https://doi.org/10.1177/0271678X211063802,
103,https://doi.org/10.2147/CMAR.S337516,https://doi.org/10.2147/CMAR.S337516,
104,https://doi.org/10.3390/diagnostics11122242,https://doi.org/10.3390/diagnostics11122242,
105,https://doi.org/10.1080/14767058.2021.2005573,https://doi.org/10.1080/14767058.2021.2005573,
106,https://doi.org/10.3390/s21238007,https://doi.org/10.3390/s21238007,
107,https://doi.org/10.3934/mbe.2022055,https://doi.org/10.3934/mbe.2022055,
108,https://doi.org/10.1002/acr2.11352,https://doi.org/10.1002/acr2.11352,
109,https://doi.org/10.1111/jch.14397,https://doi.org/10.1111/jch.14397,
110,https://doi.org/10.3390/ijerph182312652,https://doi.org/10.3390/ijerph182312652,
111,https://doi.org/10.3390/s21237996,https://doi.org/10.3390/s21237996,
112,https://doi.org/10.3390/ijerph182312649,https://doi.org/10.3390/ijerph182312649,
113,https://doi.org/10.3390/s21237975,https://doi.org/10.3390/s21237975,
114,https://doi.org/10.3390/ijerph182312586,https://doi.org/10.3390/ijerph182312586,
115,https://doi.org/10.1177/20552076211060659,https://doi.org/10.1177/20552076211060659,
116,https://doi.org/10.3390/biom11121786,https://doi.org/10.3390/biom11121786,
117,https://doi.org/10.5935/0004-2749.20220051,https://doi.org/10.5935/0004-2749.20220051,
118,https://doi.org/10.3390/cancers13236002,https://doi.org/10.3390/cancers13236002,
119,https://doi.org/10.1177/17562848211054710,https://doi.org/10.1177/17562848211054710,
120,https://doi.org/10.3390/cancers13236013,https://doi.org/10.3390/cancers13236013,
121,https://doi.org/10.4081/jphr.2021.2601,https://doi.org/10.4081/jphr.2021.2601,
122,https://doi.org/10.3390/cells10123353,https://doi.org/10.3390/cells10123353,
123,https://doi.org/10.3390/mi12121473,https://doi.org/10.3390/mi12121473,
124,https://doi.org/10.1111/ocr.12542,https://doi.org/10.1111/ocr.12542,
125,https://doi.org/10.3390/s21237972,https://doi.org/10.3390/s21237972,
126,https://doi.org/10.3390/bioengineering8120193,https://doi.org/10.3390/bioengineering8120193,
127,https://doi.org/10.1016/j.jagp.2021.11.011,https://doi.org/10.1016/j.jagp.2021.11.011,
128,https://doi.org/10.3390/s21237942,https://doi.org/10.3390/s21237942,
129,https://doi.org/10.3390/s21237943,https://doi.org/10.3390/s21237943,
130,https://doi.org/10.1111/all.15192,https://doi.org/10.1111/all.15192,
131,https://doi.org/10.1002/cam4.4460,https://doi.org/10.1002/cam4.4460,
132,https://doi.org/10.3390/ijerph182312499,https://doi.org/10.3390/ijerph182312499,
133,https://doi.org/10.3390/life11121305,https://doi.org/10.3390/life11121305,
134,https://doi.org/10.3390/s21237916,https://doi.org/10.3390/s21237916,
135,https://doi.org/10.1049/htl2.12018,https://doi.org/10.1049/htl2.12018,
136,https://doi.org/10.2196/32900,https://doi.org/10.2196/32900,
137,https://doi.org/10.3390/biomedicines9121771,https://doi.org/10.3390/biomedicines9121771,
138,https://doi.org/10.1038/s41588-021-00962-4,https://doi.org/10.1038/s41588-021-00962-4,
139,https://doi.org/10.3390/s21237877,https://doi.org/10.3390/s21237877,
140,https://doi.org/10.3390/s21237864,https://doi.org/10.3390/s21237864,
141,https://doi.org/10.3390/cells10123318,https://doi.org/10.3390/cells10123318,
142,https://doi.org/10.3390/diagnostics11122208,https://doi.org/10.3390/diagnostics11122208,
143,https://doi.org/10.3390/diagnostics11122209,https://doi.org/10.3390/diagnostics11122209,
144,https://doi.org/10.3390/diagnostics11122212,https://doi.org/10.3390/diagnostics11122212,
145,https://doi.org/10.3390/s21237851,https://doi.org/10.3390/s21237851,
146,https://doi.org/10.2196/26456,https://doi.org/10.2196/26456,
147,https://doi.org/10.3390/diagnostics11122200,https://doi.org/10.3390/diagnostics11122200,
148,https://doi.org/10.3390/diagnostics11122197,https://doi.org/10.3390/diagnostics11122197,
149,https://doi.org/10.3390/healthcare9121632,https://doi.org/10.3390/healthcare9121632,
150,https://doi.org/10.1002/lary.29960,https://doi.org/10.1002/lary.29960,
151,https://doi.org/10.3390/cancers13235916,https://doi.org/10.3390/cancers13235916,
152,https://doi.org/10.3390/brainsci11121555,https://doi.org/10.3390/brainsci11121555,
153,https://doi.org/10.3390/s21237815,https://doi.org/10.3390/s21237815,
154,https://doi.org/10.3390/jpm11121248,https://doi.org/10.3390/jpm11121248,
155,https://doi.org/10.1364/BOE.441932,https://doi.org/10.1364/BOE.441932,
156,https://doi.org/10.1148/ryai.210085,https://doi.org/10.1148/ryai.210085,
157,https://doi.org/10.1177/17562864211060029,https://doi.org/10.1177/17562864211060029,
158,https://doi.org/10.1177/23259671211046916,https://doi.org/10.1177/23259671211046916,
159,https://doi.org/10.3390/diagnostics11122184,https://doi.org/10.3390/diagnostics11122184,
160,https://doi.org/10.3390/ijerph182312355,https://doi.org/10.3390/ijerph182312355,
161,https://doi.org/10.1002/path.5819,https://doi.org/10.1002/path.5819,
162,https://doi.org/10.1111/iwj.13723,https://doi.org/10.1111/iwj.13723,
163,https://doi.org/10.1038/s41374-021-00689-0,https://doi.org/10.1038/s41374-021-00689-0,
164,https://doi.org/10.1111/1759-7714.14246,https://doi.org/10.1111/1759-7714.14246,
165,https://doi.org/10.1177/23259671211053326,https://doi.org/10.1177/23259671211053326,
166,https://doi.org/10.1002/art.41899,https://doi.org/10.1002/art.41899,
167,https://doi.org/10.3390/jcm10235470,https://doi.org/10.3390/jcm10235470,
168,https://doi.org/10.1002/ehf2.13724,https://doi.org/10.1002/ehf2.13724,
169,https://doi.org/10.1111/add.15730,https://doi.org/10.1111/add.15730,
170,https://doi.org/10.3390/s21237782,https://doi.org/10.3390/s21237782,
171,https://doi.org/10.1002/mp.15327,https://doi.org/10.1002/mp.15327,
172,https://doi.org/10.3390/jcm10235481,https://doi.org/10.3390/jcm10235481,
173,https://doi.org/10.1002/cam4.4441,https://doi.org/10.1002/cam4.4441,
174,https://doi.org/10.1080/20018525.2021.2004664,https://doi.org/10.1080/20018525.2021.2004664,
175,https://doi.org/10.3390/s21237784,https://doi.org/10.3390/s21237784,
176,https://doi.org/10.1364/BOE.441590,https://doi.org/10.1364/BOE.441590,
177,https://doi.org/10.1111/apm.13190,https://doi.org/10.1111/apm.13190,
178,https://doi.org/10.1002/jcla.24122,https://doi.org/10.1002/jcla.24122,
179,https://doi.org/10.1002/acm2.13470,https://doi.org/10.1002/acm2.13470,
180,https://doi.org/10.3390/jcm10225450,https://doi.org/10.3390/jcm10225450,
181,https://doi.org/10.3390/life11111281,https://doi.org/10.3390/life11111281,
182,https://doi.org/10.1002/aur.2636,https://doi.org/10.1002/aur.2636,
183,https://doi.org/10.1038/s41598-021-01913-z,https://doi.org/10.1038/s41598-021-01913-z,
184,https://doi.org/10.3390/s21227751,https://doi.org/10.3390/s21227751,
185,https://doi.org/10.1111/epi.17127,https://doi.org/10.1111/epi.17127,
186,https://doi.org/10.3390/diagnostics11112150,https://doi.org/10.3390/diagnostics11112150,
187,https://doi.org/10.3390/ijerph182212191,https://doi.org/10.3390/ijerph182212191,
188,https://doi.org/10.3390/healthcare9111596,https://doi.org/10.3390/healthcare9111596,
189,https://doi.org/10.1364/BOE.444535,https://doi.org/10.1364/BOE.444535,
190,https://doi.org/10.1007/s00401-021-02386-0,https://doi.org/10.1007/s00401-021-02386-0,
191,https://doi.org/10.1002/cpe.6725,https://doi.org/10.1002/cpe.6725,
192,https://doi.org/10.3390/s21227709,https://doi.org/10.3390/s21227709,
193,https://doi.org/10.3390/diagnostics11112147,https://doi.org/10.3390/diagnostics11112147,
194,https://doi.org/10.2196/29554,https://doi.org/10.2196/29554,
195,https://doi.org/10.1126/sciadv.abj0852,https://doi.org/10.1126/sciadv.abj0852,
196,https://doi.org/10.3390/s21227710,https://doi.org/10.3390/s21227710,
197,https://doi.org/10.3390/jcm10225400,https://doi.org/10.3390/jcm10225400,
198,https://doi.org/10.7717/peerj-cs.764,https://doi.org/10.7717/peerj-cs.764,
199,https://doi.org/10.2196/27674,https://doi.org/10.2196/27674,
200,https://doi.org/10.3390/jcm10225399,https://doi.org/10.3390/jcm10225399,
201,https://doi.org/10.2196/30079,https://doi.org/10.2196/30079,
202,https://doi.org/10.3390/ijerph182212175,https://doi.org/10.3390/ijerph182212175,
203,https://doi.org/10.1111/cns.13758,https://doi.org/10.1111/cns.13758,
204,https://doi.org/10.3390/cancers13225787,https://doi.org/10.3390/cancers13225787,
205,https://doi.org/10.3390/healthcare9111579,https://doi.org/10.3390/healthcare9111579,
206,https://doi.org/10.1111/jocs.16076,https://doi.org/10.1111/jocs.16076,
207,https://doi.org/10.2196/30066,https://doi.org/10.2196/30066,
208,https://doi.org/10.3934/mbe.2022028,https://doi.org/10.3934/mbe.2022028,
209,https://doi.org/10.3390/diagnostics11112131,https://doi.org/10.3390/diagnostics11112131,
210,https://doi.org/10.3389/fneur.2021.745475,https://doi.org/10.3389/fneur.2021.745475,
211,https://doi.org/10.1002/ijc.33860,https://doi.org/10.1002/ijc.33860,
212,https://doi.org/10.3390/cancers13225761,https://doi.org/10.3390/cancers13225761,
213,https://doi.org/10.3389/fonc.2021.774248,https://doi.org/10.3389/fonc.2021.774248,
214,https://doi.org/10.1128/Spectrum.00802-21,https://doi.org/10.1128/Spectrum.00802-21,
215,https://doi.org/10.3390/diagnostics11112133,https://doi.org/10.3390/diagnostics11112133,
216,https://doi.org/10.1152/jn.00220.2021,https://doi.org/10.1152/jn.00220.2021,
217,https://doi.org/10.3390/s21227634,https://doi.org/10.3390/s21227634,
218,https://doi.org/10.3390/s21227628,https://doi.org/10.3390/s21227628,
219,https://doi.org/10.3390/s21227602,https://doi.org/10.3390/s21227602,
220,https://doi.org/10.3390/jpm11111213,https://doi.org/10.3390/jpm11111213,
221,https://doi.org/10.3390/e23111522,https://doi.org/10.3390/e23111522,
222,https://doi.org/10.3390/cancers13225731,https://doi.org/10.3390/cancers13225731,
223,https://doi.org/10.1111/his.14571,https://doi.org/10.1111/his.14571,
224,https://doi.org/10.1021/acs.jproteome.1c00525,https://doi.org/10.1021/acs.jproteome.1c00525,
225,https://doi.org/10.3389/fmed.2021.694520,https://doi.org/10.3389/fmed.2021.694520,
226,https://doi.org/10.3390/ijerph182212013,https://doi.org/10.3390/ijerph182212013,
227,https://doi.org/10.3390/jcm10225326,https://doi.org/10.3390/jcm10225326,
228,https://doi.org/10.3390/jcm10225330,https://doi.org/10.3390/jcm10225330,
229,https://doi.org/10.1002/mp.15333,https://doi.org/10.1002/mp.15333,
230,https://doi.org/10.3389/fnsys.2021.716897,https://doi.org/10.3389/fnsys.2021.716897,
231,https://doi.org/10.3389/fbioe.2021.761548,https://doi.org/10.3389/fbioe.2021.761548,
232,https://doi.org/10.3390/s21227584,https://doi.org/10.3390/s21227584,
233,https://doi.org/10.3390/biology10111185,https://doi.org/10.3390/biology10111185,
234,https://doi.org/10.3390/diagnostics11112119,https://doi.org/10.3390/diagnostics11112119,
235,https://doi.org/10.3390/s21227574,https://doi.org/10.3390/s21227574,
236,https://doi.org/10.3390/diagnostics11112109,https://doi.org/10.3390/diagnostics11112109,
237,https://doi.org/10.3934/mbe.2022017,https://doi.org/10.3934/mbe.2022017,
238,https://doi.org/10.3390/bios11110453,https://doi.org/10.3390/bios11110453,
239,https://doi.org/10.3390/diagnostics11112102,https://doi.org/10.3390/diagnostics11112102,
240,https://doi.org/10.3390/biology10111174,https://doi.org/10.3390/biology10111174,
241,https://doi.org/10.3390/s21227553,https://doi.org/10.3390/s21227553,
242,https://doi.org/10.3390/diagnostics11112103,https://doi.org/10.3390/diagnostics11112103,
243,https://doi.org/10.1002/jsp2.1178,https://doi.org/10.1002/jsp2.1178,
244,https://doi.org/10.3390/s21227540,https://doi.org/10.3390/s21227540,
245,https://doi.org/10.3390/s21227510,https://doi.org/10.3390/s21227510,
246,https://doi.org/10.3390/diagnostics11112091,https://doi.org/10.3390/diagnostics11112091,
247,https://doi.org/10.1021/acsomega.1c04204,https://doi.org/10.1021/acsomega.1c04204,
248,https://doi.org/10.3390/s21227521,https://doi.org/10.3390/s21227521,
249,https://doi.org/10.3390/s21227528,https://doi.org/10.3390/s21227528,
250,https://doi.org/10.3390/s21227517,https://doi.org/10.3390/s21227517,
251,https://doi.org/10.1093/comnet/cnab039,https://doi.org/10.1093/comnet/cnab039,
252,https://doi.org/10.3390/cancers13225670,https://doi.org/10.3390/cancers13225670,
253,https://doi.org/10.3389/fgene.2021.784814,https://doi.org/10.3389/fgene.2021.784814,
254,https://doi.org/10.1002/uog.24810,https://doi.org/10.1002/uog.24810,
255,https://doi.org/10.3390/s21227500,https://doi.org/10.3390/s21227500,
256,https://doi.org/10.1364/BOE.444336,https://doi.org/10.1364/BOE.444336,
257,https://doi.org/10.1111/cas.15173,https://doi.org/10.1111/cas.15173,
258,https://doi.org/10.3390/jcm10225244,https://doi.org/10.3390/jcm10225244,
259,https://doi.org/10.3390/medicina57111230,https://doi.org/10.3390/medicina57111230,
260,https://doi.org/10.3390/diagnostics11112086,https://doi.org/10.3390/diagnostics11112086,
261,https://doi.org/10.3390/ijerph182211816,https://doi.org/10.3390/ijerph182211816,
262,https://doi.org/10.1155/2021/5478157,https://doi.org/10.1155/2021/5478157,
263,https://doi.org/10.3390/s21227473,https://doi.org/10.3390/s21227473,
264,https://doi.org/10.3390/s21227458,https://doi.org/10.3390/s21227458,
265,https://doi.org/10.1148/ryai.2021210015,https://doi.org/10.1148/ryai.2021210015,
266,https://doi.org/10.1109/TNSRE.2021.3125023,https://doi.org/10.1109/TNSRE.2021.3125023,
267,https://doi.org/10.3390/bioengineering8110181,https://doi.org/10.3390/bioengineering8110181,
268,https://doi.org/10.1148/ryai.2021210211,https://doi.org/10.1148/ryai.2021210211,
269,https://doi.org/10.3390/s21227480,https://doi.org/10.3390/s21227480,
270,https://doi.org/10.2196/30313,https://doi.org/10.2196/30313,
271,https://doi.org/10.1148/ryai.2021200152,https://doi.org/10.1148/ryai.2021200152,
272,https://doi.org/10.2196/30277,https://doi.org/10.2196/30277,
273,https://doi.org/10.3390/nu13114009,https://doi.org/10.3390/nu13114009,
274,https://doi.org/10.1128/Spectrum.00913-21,https://doi.org/10.1128/Spectrum.00913-21,
275,https://doi.org/10.1111/his.14574,https://doi.org/10.1111/his.14574,
276,https://doi.org/10.3390/jpm11111163,https://doi.org/10.3390/jpm11111163,
277,https://doi.org/10.3390/cancers13225600,https://doi.org/10.3390/cancers13225600,
278,https://doi.org/10.1364/BOE.439991,https://doi.org/10.1364/BOE.439991,
279,https://doi.org/10.3934/mbe.2022007,https://doi.org/10.3934/mbe.2022007,
280,https://doi.org/10.2217/fon-2021-0522,https://doi.org/10.2217/fon-2021-0522,
281,https://doi.org/10.3346/jkms.2021.36.e282,https://doi.org/10.3346/jkms.2021.36.e282,
282,https://doi.org/10.1155/2021/6672603,https://doi.org/10.1155/2021/6672603,
283,https://doi.org/10.1111/den.14187,https://doi.org/10.1111/den.14187,
284,https://doi.org/10.1002/lt.26318,https://doi.org/10.1002/lt.26318,
285,https://doi.org/10.2196/28999,https://doi.org/10.2196/28999,
286,https://doi.org/10.1111/opo.12909,https://doi.org/10.1111/opo.12909,
287,https://doi.org/10.1177/23259671211050613,https://doi.org/10.1177/23259671211050613,
288,https://doi.org/10.1002/art.41885,https://doi.org/10.1002/art.41885,
289,https://doi.org/10.2196/27875,https://doi.org/10.2196/27875,
290,https://doi.org/10.1002/cam4.4383,https://doi.org/10.1002/cam4.4383,
291,https://doi.org/10.3390/diagnostics11112025,https://doi.org/10.3390/diagnostics11112025,
292,https://doi.org/10.1002/hep4.1846,https://doi.org/10.1002/hep4.1846,
293,https://doi.org/10.12779/dnd.2021.20.4.70,https://doi.org/10.12779/dnd.2021.20.4.70,
294,https://doi.org/10.1002/mp.15303,https://doi.org/10.1002/mp.15303,
295,https://doi.org/10.1155/2021/6024352,https://doi.org/10.1155/2021/6024352,
296,https://doi.org/10.1002/cjp2.249,https://doi.org/10.1002/cjp2.249,
297,https://doi.org/10.3390/s21217199,https://doi.org/10.3390/s21217199,
298,https://doi.org/10.1109/TNSRE.2021.3120024,https://doi.org/10.1109/TNSRE.2021.3120024,
299,https://doi.org/10.1111/1759-7714.14140,https://doi.org/10.1111/1759-7714.14140,
300,https://doi.org/10.1002/mp.15295,https://doi.org/10.1002/mp.15295,
301,https://doi.org/10.1111/evj.13528,https://doi.org/10.1111/evj.13528,
302,https://doi.org/10.1177/24715492211038172,https://doi.org/10.1177/24715492211038172,
303,https://doi.org/10.2147/RMHP.S319405,https://doi.org/10.2147/RMHP.S319405,
304,https://doi.org/10.14309/ctg.0000000000000418,https://doi.org/10.14309/ctg.0000000000000418,
305,https://doi.org/10.1148/ryai.2021210027,https://doi.org/10.1148/ryai.2021210027,
306,https://doi.org/10.2147/JPR.S332224,https://doi.org/10.2147/JPR.S332224,
307,https://doi.org/10.1002/hbm.25695,https://doi.org/10.1002/hbm.25695,
308,https://doi.org/10.1155/2021/6382619,https://doi.org/10.1155/2021/6382619,
309,https://doi.org/10.1155/2021/4622064,https://doi.org/10.1155/2021/4622064,
310,https://doi.org/10.1002/jcsm.12840,https://doi.org/10.1002/jcsm.12840,
311,https://doi.org/10.1002/mp.15217,https://doi.org/10.1002/mp.15217,
312,https://doi.org/10.1002/mp.15282,https://doi.org/10.1002/mp.15282,
313,https://doi.org/10.2196/24872,https://doi.org/10.2196/24872,
314,https://doi.org/10.1111/1475-6773.13896,https://doi.org/10.1111/1475-6773.13896,
315,https://doi.org/10.3390/s21217036,https://doi.org/10.3390/s21217036,
316,https://doi.org/10.2196/26816,https://doi.org/10.2196/26816,
317,https://doi.org/10.1002/path.5800,https://doi.org/10.1002/path.5800,
318,https://doi.org/10.3390/jpm11111062,https://doi.org/10.3390/jpm11111062,
319,https://doi.org/10.1111/ane.13541,https://doi.org/10.1111/ane.13541,
320,https://doi.org/10.3390/biology10111083,https://doi.org/10.3390/biology10111083,
321,https://doi.org/10.1177/17562848211053114,https://doi.org/10.1177/17562848211053114,
322,https://doi.org/10.1088/1752-7163/ac2e57,https://doi.org/10.1088/1752-7163/ac2e57,
323,https://doi.org/10.2196/28039,https://doi.org/10.2196/28039,
324,https://doi.org/10.1002/oca.2806,https://doi.org/10.1002/oca.2806,
325,https://doi.org/10.1002/jcla.24053,https://doi.org/10.1002/jcla.24053,
326,https://doi.org/10.3390/diagnostics11111943,https://doi.org/10.3390/diagnostics11111943,
327,https://doi.org/10.4103/jmss.JMSS_53_20,https://doi.org/10.4103/jmss.JMSS_53_20,
328,https://doi.org/10.1152/ajplung.00198.2021,https://doi.org/10.1152/ajplung.00198.2021,
329,https://doi.org/10.2196/29769,https://doi.org/10.2196/29769,
330,https://doi.org/10.1002/mrm.29016,https://doi.org/10.1002/mrm.29016,
331,https://doi.org/10.2196/26486,https://doi.org/10.2196/26486,
332,https://doi.org/10.1111/jocs.16059,https://doi.org/10.1111/jocs.16059,
333,https://doi.org/10.1109/TNSRE.2021.3117970,https://doi.org/10.1109/TNSRE.2021.3117970,
334,https://doi.org/10.2196/26305,https://doi.org/10.2196/26305,
335,https://doi.org/10.1111/exsy.12823,https://doi.org/10.1111/exsy.12823,
